"date","consumption_real","consumption_nominal","consumption_deflator","gross_disposable_income","final_consumption_hh","currency_deposits","equities","superannuation","household_debt","housing_wealth","housing_loan_flow","house_price_index","working_age_population","unemployment_rate","gross_disposable_income_billions","final_consumption_hh_billions","illiquid_financial_wealth","liquid_assets","net_liquid_assets","final_consumption_hh_sa","annualised_income","real_gdi","real_consumption_per_working_age","real_gdi_per_working_age","real_housing_wealth","real_illiquid_financial_wealth","real_household_debt","consumption_income_ratio","housing_wealth_income_ratio","illiquid_financial_income_ratio","liquid_assets_income_ratio","net_liquid_assets_income_ratio","debt_income_ratio","lcons","lgdi","lperm_income","permanent_income_per_working_age","disposable_permanent_income_ratio","log_disposable_permanent_income_ratio","lcons_perm_income_ratio","credit_conditions_index","long_run_fitted_ratio","ecm_residual","ecm_fitted","d_lcons_actual"
1991-03-01,125811,59224,47.0737852810962,69035,59224,158,133.1,193.8,181.4,818.5,NA,28.8222586950162,13383597.99,9.1849632,69.035,59.224,326.9,158,-23.4,59224,276.14,146652.748632311,0.00940038695827563,0.0109576474683331,1738.75968357423,694.441711130623,385.352482101851,0.857883682190193,2.96407619323532,1.18381980154994,0.572173535163323,-0.0847396248279858,0.656913159991309,-4.66700442477946,-4.51371766755214,-4.52355551302277,0.0108503763493329,1.00988639615314,0.0098378454706296,-0.143448911756689,NA,-0.127369557835981,-0.0160793539207079,-0.0175415937516682,-0.00198989108223824
1991-06-01,126359,59706,47.2510861909322,70009,59706,154.3,133.9,200.1,185.9,826.8,NA,29.1660629736844,13429303.03,9.5559987,70.009,59.706,334,154.3,-31.6,59706,280.036,148163.789753124,0.00940920014372481,0.0110328726235559,1749.80104512109,706.862057414665,393.430109201755,0.85283320715908,2.95247753860218,1.19270379522633,0.551000585638989,-0.112842634518419,0.663843220157408,-4.66606732966447,-4.50687604231222,-4.52305512890146,0.0108558070639768,1.0163106767222,0.0161790865892355,-0.143012200763017,NA,-0.11234383149613,-0.030668369266888,-0.00261980139910478,0.000937095114988296
1991-09-01,127893,60951,47.6578076986231,70704,60951,158.2,134.9,206.2,186.3,847.3,NA,30.0542240269105,13475879,10.0322334,70.704,60.951,341.1,158.2,-28.1,60951,282.816,148357.642565339,0.009490512641142,0.0110091254578154,1777.88287148693,715.727425308855,390.911812767633,0.862058723693143,2.99594082371577,1.20608452138493,0.559374292826431,-0.099357886399638,0.658732179226069,-4.65746264873161,-4.50903076302681,-4.52263439792522,0.0108603753992334,1.01369658534939,0.0136036348984101,-0.13482825080639,NA,-0.119902900443737,-0.0149253503626531,-0.00465797227307788,0.00860468093286659
1991-12-01,128061,61494,48.0193033007707,70715,61494,160.4,135.9,212.9,189.4,854.5,NA,30.0542240269105,13512657,10.4747187,70.715,61.494,348.8,160.4,-29,61494,282.86,147263.694262855,0.00947711467848255,0.0108982041254251,1779.49270660552,726.374553614987,394.424714606303,0.869603337340027,3.02092908152443,1.23311885738528,0.567064979141625,-0.102524216927102,0.669589196068727,-4.65887536785161,-4.51915726245662,-4.52253008386116,0.0108615083482187,1.00337851576687,0.00337282140453521,-0.136345283990448,NA,-0.122312360831436,-0.0140329231590115,-0.00471834873874611,-0.0014127191199993
1992-03-01,129541,62441,48.2017276383539,72273,62441,158.9,133.5,212.7,190,845.2,NA,29.8536715310207,13566803,10.4980975,72.273,62.441,346.2,158.9,-31.1,62441,289.092,149938.609135023,0.00954838070546171,0.0110518748694901,1753.46412133054,718.231517752759,394.176742845246,0.863960261785176,2.92363676615057,1.19754265078245,0.549652013891772,-0.10757821039669,0.657230224288462,-4.65138369850388,-4.50515519396388,-4.52200883716424,0.0108671713493508,1.01699646708436,0.0168536432003661,-0.129374861339635,NA,-0.114688977697397,-0.0146858836422373,0.0037995615746269,0.00749166934773093
1992-06-01,130638,63003,48.2271620814771,72519,63003,159.9,132.5,220.8,192.4,860.7,NA,29.9396226006878,13598499,10.8105477,72.519,63.003,353.3,159.9,-32.5,63003,290.076,150369.619256226,0.00960679557354087,0.0110578100756728,1784.67892957478,732.574725013095,398.945307366316,0.868779216481198,2.96715343565135,1.21795667342352,0.551234848798246,-0.112039603414278,0.663274452212524,-4.64528455868789,-4.50461830650122,-4.52148712124435,0.0108728424048593,1.0170118966068,0.0168688147431331,-0.12379743744354,NA,-0.114780360046772,-0.00901707739676774,-0.00190910235990439,0.00609913981598531
1992-09-01,130922,63435,48.4525137104536,73859,63435,162.5,134.7,219.2,196.1,871.9,NA,29.9682729572435,13635498,10.6163619,73.859,63.435,353.9,162.5,-33.6,63435,295.436,152435.847686608,0.00960155617345256,0.0111793384947589,1799.49384093954,730.405861117679,404.726163789706,0.858866218064149,2.95123140037098,1.19789057528534,0.550034525244046,-0.11373021568123,0.663764740925277,-4.64583009224405,-4.49368798163193,-4.52065314705598,0.0108819138569319,1.02733201546505,0.0269651654240484,-0.125176945188072,NA,-0.114369732385273,-0.0108072128027991,0.00867129469201803,-0.000545533556159938
1992-12-01,131424,64011,48.7057158509861,73876,64011,165.4,136.1,223.2,196.4,883.2,NA,30.2547765228003,13666687,11.2186926,73.876,64.011,359.3,165.4,-31,64011,295.504,151678.296292825,0.00961637593661141,0.0110983954116184,1813.33953226789,737.6957585415,403.238093452688,0.866465428555959,2.98879202988792,1.21588878661541,0.559721695814608,-0.104905517353403,0.664627213168011,-4.64428780704796,-4.50095473862515,-4.52006219480305,0.0108883464489319,1.01929117186633,0.0191074561779043,-0.124225612244905,NA,-0.121098464789345,-0.00312714745555989,-0.0101125826398955,0.00154228519609223
1993-03-01,131269,64348,49.019951397512,74493,64348,167,139.8,230.1,195.9,878.1,NA,30.5412800883571,13715537,10.8590135,74.493,64.348,369.9,167,-28.9,64348,297.972,151964.654954311,0.00957082467861083,0.0110797451790849,1791.31144557717,754.590711444023,399.633199167029,0.863812707234237,2.94692118722565,1.24139180862631,0.560455344797498,-0.0969889788302257,0.657444323627723,-4.64903590391641,-4.502636596205,-4.51953942684511,0.0108940400156478,1.01704649176709,0.0169028306401149,-0.129496477071302,NA,-0.122608669608635,-0.0068878074626671,0.0128929934878092,-0.00474809686845568
1993-06-01,132347,65284,49.3279031636531,75666,65284,168,140.5,237.4,200.7,895.6,NA,30.7418325842469,13740721,10.9920586,75.666,65.284,377.9,168,-32.7,65284,302.664,153393.911249311,0.00963173620947547,0.0111634543230527,1815.60525090374,766.097838674101,406.869108816862,0.862791742658526,2.95905690799038,1.24857928263685,0.55507096978828,-0.108040599476647,0.663111569264927,-4.6426917776807,-4.49510984276736,-4.51880653932278,0.0109020270480838,1.02397969421795,0.023696696555418,-0.123885238357925,NA,-0.118315194221719,-0.00557004413620552,0.00227919678344164,0.00634412623570935
