date,cons_real,cons_nom,cons_deflator,cons_deflator_norm,ydi_nom,ydi_ann_nom,ydi_ann_r,ydi_ann_8qma,pop_millions,prime_age_share,cons_real_pc,ydi_real_pc,ln_cons_real_pc,ln_ydi_real_pc,d_ln_cons_pc,d_ln_ydi_pc,unemp_rate,fin_deposits,fin_equities,fin_super,fin_loans,housing_wealth,closing_net_worth,fin_deposits_r,fin_equities_r,fin_super_r,fin_loans_r,housing_wealth_r,eq_y,super_y,ilfa_y,nla_y,nla_y_unrestricted,ha_y,debt_y,networth_y,ln_networth_y,hpi,ln_hpi,ln_hp_over_y,mortgage_rate,hicp_4q_ann,real_rate,mortgage_burden,housing_loan_flow,fhb_loans,non_fhb_loans,cci_ratio,fhb_share,ln_y_over_c,d2000_gst,d2008_gfc,d2020_covid,d2020_rebound,d_neg_gearing_8587,d_recession_1991,d_apra_2014,d_apra_2017,d_jobkeeper_2020,compensation_of_employees,prop_inc_rec,social_assistance_benefits,prop_inc_pay,gos_dwellings,gross_mixed_income,income_tax_payable,total_income_rec,total_income_pay,wage_share,labour_force,pop_total_thousands,m3_aggregate,credit_total_d02,m3_household_proxy,labour_transfer_nom,labour_transfer_real_pc,ln_labour_transfer_real_pc,scaled_income_real_pc,ln_scaled_income_real_pc,property_tax_share,npy_rec_nom,npy_pay_nom,npy_nom,npy_real_pc,ln_npy_real_pc,housing_wealth_proxy,networth_y_raw_proxy,networth_y_proxy,ln_networth_y_proxy,ha_y_proxy,fin_deposits_proxy,fin_loans_proxy,nla_y_proxy,eq_y_proxy,super_y_proxy,networth_y_disagg_proxy,ln_networth_y_disagg_proxy,lf_share,mortgage_interest_burden_rba,mortgage_payment_burden_rba,sdmma_1979_01,sdmma_1986_01,sdmma_1990_09,sdmma_1992_01,sdmma_1993_01,sdmma_1998_09,sdmma_2007_09,sdmma_2008_12,sdmma_2009_01,sdmma_2014_12,sdmma_2017_03,sdmma_2019_01,sdmma_2019_09,sdmma_2020_04,sdmma_2021_12,cci_kalman,cci_pca,cci_creditgap,macropru_intensity
1991-07-01,            127893,             60951,47.657807698623067,59.089505513250252,             70704,            282816,35557.246759371352,          275813.5,13.460633333333334,0.4243240918364542,9501.2617038821845,8889.3116898428379,9.1591798797050075,9.0926049002959353,0.0086039312647301358,-0.0021554703827213473,9.6753151000000006,            158200,            134900,            206200,            186300,            847300,           1497200,267729.43626093667,228297.73041466725,348962.13500003255, 315284.4119811157,1433926.3675340812,0.47698857207513012,0.7290959493097986,1.2060845213849287,-0.099357886399637926,0.55937429282643136, 2.995940823715773,0.65873217922606919,5.2939013351436977, 1.666555466521999,118.64529436587266,4.7761383223049325,-5.1766440900793222,                13,3.6531477985130456,9.3468522014869535,0.085635183299389003,,,,,,-0.066574979409072199,0,0,0,0,0,0,6.9505527160206299e-17,1.273595935828144e-18,0,             51663,             10359,              8045,              5024,              7799,              9263,             11839,             90909,             20204,55.600000000000001,8447.7727333999992,13459.200000000001,229.96366666666665,338.20720932713402,127.85979866666666,             59708,7506.8316131638394,8.9235687666785442,8198.0716515033382,9.0116542411460365,0.19973819973819973,             72751,12815.299453299453,59935.700546700551,7535.4594295754823,8.9273750819391235,            847300,3.4480361742852836,5.2939013351436977, 1.666555466521999, 2.995940823715773,            158200,            186300,-0.099357886399637926,0.47698857207513012,0.7290959493097986,4.1026674587010641,1.4116373618452251,627.59102964942201,,,                 1,                 1,               0.5,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.85367314942806838,-0.47926670549758255,-0.13872434934768668,
1991-10-01,            128061,             61494, 48.01930330077073,59.537713213260282,             70715,            282860,35191.092607772356,            277831,13.500399999999999,0.42491679317966058, 9485.718941660989, 8797.773151943089,9.1575426772468465,9.0822539175279537,-0.0016372024581610134,-0.01035098276798152,9.9875825999999996,            160400,            135900,            212900,            189400,            854500,           1512000,269409.07089504338, 228258.6828842668,357588.47377527889,318117.69343841157,1435224.7573554525,0.4804496924273492,0.75266916495792968,1.2331188573852789,-0.10252421692710174,0.56706497914162479,3.0209290815244292,0.66958919606872658,5.3454005515095808,1.6762364811471246,118.64529436587266,4.7761383223049325,-5.1738497176344938,12.333333333333334, 2.381855029963531,9.9514783033698038,0.082582667515142955,,,,,,-0.075288759718892706,0,0,0,0,0,0,1.0400395704412833e-16,1.9057335785129173e-18,0,             52397,              9727,              8152,              4699,              7862,              9281,             12490,             91319,             20604,55.700000000000003,      8461.3204446,13507.299999999999,231.73366666666666,337.77609461006386,129.07565233333335,             60549,7533.0038404440656,8.9270491576415836,8165.3884961935773,9.0076595849454613,0.19261051916906669,             73730,13499.294615578357,60230.705384421643,7493.4042671803554,8.9217784815554371,            854500,3.4772525360013202,5.3454005515095808,1.6762364811471246,3.0209290815244292,            160400,            189400,-0.10252421692710174,0.4804496924273492,0.75266916495792968,4.1515237219826062,1.4234754287786817,626.74590712867769,,,                 1,                 1,0.69999999999999996,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.83243059338451864,-0.48284636868217928,-0.1180034820319413,
1992-01-01,            129541,             62441, 48.20172763835388,59.763895751272443,             72273,            289092,35702.399935903653,            280044,13.548766666666667,0.42549919237960215,9561.0916614796424,8925.5999839759133,9.1654571900575483,9.0966788294836753,0.0079145128107018792,0.014424911955721598,10.349940399999999,            158900,            133500,            212700,            190000,            845200,           1501000,265879.58834095387,  223379.012231072,355900.49364456191,317917.69531013997,1414231.7688217382,0.46179071022373502,0.73575194055871485,1.1975426507824498,-0.10757821039669033,0.54965201389177143, 2.923636766150568,0.65723022428846178,5.1921187718788486,1.6471418550798242,117.85357171519476,4.7694429362219477,-5.1987617970409801,             11.25,2.3961156948017592,8.8538843051982408,0.073938400232451948,,,,,,-0.068778360573872988,0,0,0,0,0,0,1.5562536567638211e-16,2.8516269329252109e-18,0,             52567,              9290,              9369,              4282,              7908,              9674,             12681,             92686,             20413,54.799999999999997,8511.7667098999991,           13551.6,232.51766666666666, 336.0000326165582,127.41968133333332,             61936,7648.9970059016796,8.9423298078852191,8287.2984949387974,9.0224793198623257,0.18555121593336643,             75488, 13778.02503074898,61709.974969251023,7621.0832758665192,8.9386738007638122,            845200, 3.364395006895152,5.1921187718788486,1.6471418550798242, 2.923636766150568,            158900,            190000,-0.10757821039669033,0.46179071022373502,0.73575194055871485,4.0136012065363271, 1.389688894799862,628.23184717182119,,,                 1,                 1,0.84999999999999998,0.050000000000000003,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.85664121304614538,-0.63131574508151522,-0.31764826652803907,
1992-04-01,            130638,             63003,48.227162081477061, 59.79543116466489,             72519,            290076, 35701.82269963585,            282162,13.587933333333332,0.42604139282043479,9614.2655983985806,8925.4556749089625,9.1710032742839367, 9.096662661356735,0.0055460842263883592,-1.6168126940385719e-05,10.471356999999999,            159900,            132500,            220800,            192400,            860700,           1522500,267411.73512014112,221588.83616897248,369258.98132912547,321763.71380309662,1439407.6323821479,0.45677684468897806,0.76117982873453849,1.2179566734235165,-0.11203960341427764,0.55123484879824602,2.9671534356513467,0.66327445221252357, 5.248624498407314,1.6579660419720881,118.19288142262813,4.7723178783075468,-5.1963982142901166,10.793333333333333,2.0657215933634898,8.7276117399698432,0.071589422542138376,,,,,,-0.074340612927201732,0,0,0,0,0,0,2.3185069437689572e-16,4.2483542552915889e-18,0,             53243,              9025,              8598,              4079,              7954,              9633,             12226,             92296,             19778,55.200000000000003,8516.2517091000009,           13591.6,232.95166666666665,334.44181419599624,128.58932000000001,             61841,7611.2343577827214,8.9373806397763431,8268.3450163458419,9.0201896490488078,0.18396246857935339,             75317,13449.874859148826,61867.125140851174,7614.4497742483081,8.9378030072030548,            860700,3.4104487099932435, 5.248624498407314,1.6579660419720881,2.9671534356513467,            159900,            192400,-0.11203960341427764,0.45677684468897806,0.76117982873453849,4.0730705056605858,1.4043971390149985,626.75106656641447,,,                 1,                 1,0.94999999999999996,0.14999999999999999,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.84474657997380631,-0.56580736989001068,-0.34231305906671633,
1992-07-01,            130922,             63435,48.452513710453552,60.074837981005103,             73859,            295436,36098.797614924239,          284825.5,13.623166666666666,0.42653478117595778,9610.2472503945482,9024.6994037310596, 9.170585230082331,9.1077204755805781,-0.00041804420160573841,0.01105781422384311,11.140113899999999,            162500,            134700,            219200,            196100,            871900,           1535200,270495.94382823043,224220.33005330854,364878.22084398835,326426.18205979071,1451356.3903005177,0.4559363110792185,0.74195426420612243,1.1978905752853408,-0.11373021568123046,0.55003452524404606,2.9512314003709772,0.66376474092527649,5.1963877117209822,1.6479637133689173,118.30598465843926, 4.773274358533504,-5.2111613768523704,10.066666666666666,1.6675253231454024, 8.399141343521265,0.06681898391981117,,,,,,-0.062864754501752884,0,0,0,0,0,0,3.4541120112019482e-16,6.3291988408665747e-18,0,             54133,              8567,              8582,              3811,              8012,             10253,             11909,             93189,             19330,55.200000000000003,8610.4293620999997,           13629.9,238.13166666666666,334.12011116848555,         131.44868,             62715,7663.0339309358833,8.9441632588525337,8343.8666673334719,9.0292820170866683,0.17790726373284402,             76610,13400.302396205559,63209.697603794441,7723.4801483229439, 8.952020337855533,            871900,3.3961625529725556,5.1963877117209822,1.6479637133689173,2.9512314003709772,            162500,            196100,-0.11373021568123046,0.4559363110792185,0.74195426420612243,4.0353917599750879,1.3951033874612535, 632.0431638826019,,,                 1,                 1,                 1,0.29999999999999999,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.84378209635844648,-0.64913208921625554,-0.42003151093159125,
1992-10-01,            131424,             64011,48.705715850986124,60.388775822493315,             73876,            295504,35832.250813468265,            286495,           13.6563,0.4270028920360755,9623.6901649788015,8958.0627033670662,9.1719830631398924,9.1003092664488285,0.0013978330575614706,-0.0074112091317495299,        11.0915859,            165400,            136100,            223200,            196400,            883200,           1558700,273891.95715140266,225373.00706351816,369605.10783671751,325225.99990650231,1462523.4374614197, 0.460569061670908,0.75531972494450161,1.2158887866154096,-0.104905517353403,0.55972169581460829,2.9887920298879203,0.66462721316801121,5.2747170935080403,1.6629250463614498,119.43701701655053,4.7827891781748422,-5.1994475203244583,9.9199999999999999,1.4294512894450273,8.4905487105549717,0.06593101954626672,,,,,,-0.071673796691063885,0,0,0,0,0,0,5.1685287762888516e-16,9.4706385414784851e-18,0,             54578,              8535,              8642,              3763,              8052,             10346,             12444,             93734,             19858,54.200000000000003,8598.0397878000003,           13670.5,           240.893, 335.5911268394583,130.56400600000001,             63220,7665.9364896159241,8.9445419612226349, 8311.999596491496,9.0254554842337651,0.17695820086628117,             77147,13892.932148419997,63254.067851580003,7670.0674922503749,8.9450806938337166,            883200,3.4306270168931725,5.2747170935080403,1.6629250463614498,2.9887920298879203,            165400,            196400,-0.104905517353403, 0.460569061670908,0.75531972494450161,4.0997752991499272, 1.410932167123025,629.60243900617297,,,                 1,                 1,                 1,               0.5,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.84209773263691334,-0.5785049783310795,-0.49426898419166848,
1993-01-01,            131269,             64348,49.019951397511981,60.778387178020175,             74493,            297972,35787.302552741581,            289224,13.699266666666666,0.42746783478287836,9582.1917474901329,8946.8256381853953,9.1676616284607686,9.0990540710583101,-0.0043214346791238256,-0.0012551953905184376,        10.8344953,            167000,            139800,            230100,            195900,            878100,           1575200,274768.72578217025,230015.97523561321,378588.52576333762,322318.52323788719,1444756.9946666092,0.46917160001610891,0.77222020861020502, 1.241391808626314,-0.096988978830225656,0.5604553447974977,2.9469211872256453,0.65744432362772343,5.2864027492516072,1.6651380049655471, 120.5680493746618, 4.792214318634425,-5.1951981792862103,9.9199999999999999,1.6974988226501786,8.2225011773498213,0.065218476903870157,,,,,,-0.068607557402458497,0,0,0,0,0,0,7.7338805530022151e-16,1.4171302978223052e-17,0,             54699,              8486,              9615,              3719,              8059,             10335,             12793,             94727,             20233,54.200000000000003,8580.4192980000007,           13711.5,244.93133333333333,336.74697152408805,132.75278266666666,             64314,7724.2981769328062,8.9521262467562703,8335.5619075591003,9.0282862083365849,0.17465981188045646,             78182, 14279.57702661332,63902.422973386681, 7674.866580758774,8.9457061886898099,            878100,3.3924421847242918,5.2864027492516072,1.6651380049655471,2.9469211872256453,            167000,            195900,-0.096988978830225656,0.46917160001610891,0.77222020861020502,4.0913240170217335,1.4088686382117319,626.34150475207923,,,                 1,                 1,                 1,0.69999999999999996,0.050000000000000003,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.85622072841048347,-0.56956238233016998,-0.64517915217401212,
1993-04-01,            132347,             65284,49.327903163653126,61.160207460192709,             75666,            302664, 36036.99212934768,          292052.5,13.732299999999999,0.42794630936724687,9637.6426381596684,  9009.24803233692, 9.173431818089913,9.1060068878893823,0.0057701896291444399,0.0069528168310721838,        10.7665173,            168000,            140500,            237400,            200700,            895600,           1597900,274688.40766988246,229724.53141439575,388160.88083827437,328154.54416277027,1464350.8208877782,0.46421113842412709,0.78436814421272438,1.2485792826368516,-0.10804059947664738,0.55507096978828008,2.9590569079903788,0.66311156926492743,5.2794518013374567,1.6638222668236597,121.35977202533969,4.7987594565393339,-5.2018683796264371,9.5733333333333341,2.2824089883547893,7.2909243449785448,0.063481880897629073,,,,,,-0.067424930200530753,0,0,0,0,0,0,1.1471572933390825e-15,2.1020124963367518e-17,0,             55420,              8462,              9803,              3557,              8079,             10103,             12647,             95682,             20017,53.799999999999997,8530.7639610999995,13751.700000000001,245.84833333333333,339.94799829833403,132.26640333333333,             65223,7765.8417838013229,8.9574901371509537,8387.5449080691214,9.0345031354318177,0.17287473087937125,             79141,14273.653278568592,64867.346721431408,7723.4955701764684, 8.952022334602832,            895600,3.3960642935180045,5.2794518013374567,1.6638222668236597,2.9590569079903788,            168000,            200700,-0.10804059947664738,0.46421113842412709,0.78436814421272438,4.0995955911505826,1.4108883325406461,621.21887528673278,,,                 1,                 1,                 1,0.84999999999999998,0.14999999999999999,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.84505369077371806,-0.63061150385092823,-0.67361784213287734,
1993-07-01,            132041,             65409, 49.53688627017366,61.419319429904185,             75143,            300572,35546.500226560878,            294272,13.767233333333333,0.42847400686011516,9590.9611468777312,8886.6250566402196,9.1685763867216981,9.0923026227550778,-0.0048554313682149797,-0.01370426513430445,10.947877500000001,            170100,            148200,            249000,            206100,            907900,           1634000,276948.68907515239,241292.15591380119,405409.89758796559, 335562.1682444968,1478199.3816068834,0.49305989912566706,0.82842047828806409,1.3214803774137311,-0.1197716354151418,0.56592097733654501,3.0205741053724231,0.6856926127516868,5.4363014518983803,1.6930989494787838,121.47287526115085,4.7996909889774457,-5.1914602432665164,9.3000000000000007,2.2380109444892549,7.0619890555107458,0.063769412985906881,,,,,,-0.076273763966620223,0,0,0,0,0,0,1.7090351168925814e-15,3.1315785492065774e-17,0,             55269,              8484,              9741,              3566,              8112,             10275,             13129,             95879,             20735,53.700000000000003,8565.8942318000009,13791.200000000001,250.94366666666667, 342.3096577825267,134.75674900000001,             65010,7688.2676354707773,8.9474507621501811, 8287.446346055498,9.0224971603923763,0.1730931695157438,             79283,14896.459777427799,64386.540222572199,7614.5355076625019, 8.937814266444903,            907900,3.4689084445656948,5.4363014518983803,1.6930989494787838,3.0205741053724231,            170100,            206100,-0.1197716354151418,0.49305989912566706,0.82842047828806409,4.2222828473710123,1.4403759408749541,622.19430908170852,,,                 1,                 1,                 1,0.94999999999999996,0.29999999999999999,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.80151101933505686,-0.60548445788400007,-0.54522941420798454,
1993-10-01,            134289,             66777,49.726336483256262,61.654213143043954,             76298,            305192,35864.535969928613,          297063.5,13.802100000000001,0.42904597610951595,9729.6063642489171,8966.1339924821532,9.1829287184777133,9.1012098691143297,0.014352331756015246,0.0089072463592518858,10.957667300000001,            175000,            157700,            258300,            212400,            933600,           1682700, 283841.1052201452,255781.38453266802,418949.47130493436,344502.00427862199,1514251.7476201577,0.51672389839838528,0.84635246009069698,1.3630763584890824,-0.1225458072295473,0.57340952580670523,3.0590579045322288,0.69595533303625257,5.5135783375711025,1.7072138384354381,122.60390761926212,4.8089588959082272,-5.1949167153219458,              8.75,2.0954843070014606,6.6545156929985394,0.060896091640672098,,,,,,-0.081718849363383583,0,0,0,0,0,0,2.5572989968769826e-15,4.6859087934299128e-17,0,             55962,              8650,              9796,              3455,              8181,             10496,             13445,             97249,             20951,53.600000000000001,8669.1468535000004,13832.299999999999,255.68899999999999,347.77762944403327,137.04930400000001,             65758,7727.5294120113431,8.9525444801473739, 8346.831702246749,9.0296373089838458,0.17307118839268271,             80418,15169.057872060381,65248.942127939619,7667.7076461613706,8.9447729769600084,            933600,3.5081171983538231,5.5135783375711025,1.7072138384354381,3.0590579045322288,            175000,            212400,-0.1225458072295473,0.51672389839838528,0.84635246009069698,4.2995884557917634,1.4585193101638143,628.10346639279533,,,                 1,                 1,                 1,                 1,               0.5,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.78218275733960707,-0.66587526081374981,-0.53423368006988603,
1994-01-01,            135129,             67288,49.795380710284249,61.739819037033627,             78122,            312488,36554.121100728073,            299988,13.846233333333334,0.42964343665470522,9759.2606412815039,9138.5302751820182,9.1859719225706034,9.1202548501158596,0.0030432040928900506,0.019044981001529848,        10.5678985,            177200,            157900,            257200,            218700,            967500,           1712800,287010.88335505076, 255750.6686329713,416586.90292843711,354228.44350874494,1567059.9867156411,0.50529940349709423,0.82307160594966844,1.3283710094467627,-0.1328050997158291,0.5670617751721666,3.0961188909654132,0.6998668748879957, 5.481170476946315,1.7013186688363158,123.96114644899562,4.8199681814165967,-5.204339931851762,              8.75,1.5818647115419804,7.1681352884580196,0.061238351552699626,,,,,,-0.065717072454743786,0,0,0,0,0,0,3.8265908609992994e-15,7.0117165753057786e-17,0,             57660,              8920,              9732,              3518,              8237,             10311,             13464,             99168,             21046,53.899999999999999,8683.9433946999998,13874.299999999999,261.09200000000004,352.25958949127102,140.72858800000003,             67392,7883.3597745201932,8.9725094593081032,8510.9450248511057,9.0491082641506253,0.1730094385285576,             82011,15198.600919651501,66812.399080348492,7815.5594039234511,8.9638718210901409,            967500,3.5464676659583727, 5.481170476946315,1.7013186688363158,3.0961188909654132,            177200,            218700,-0.1328050997158291,0.50529940349709423,0.82307160594966844,4.2916848006963466,1.4566793832777372,627.17008919633975,,,                 1,                 1,                 1,                 1,0.69999999999999996,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.77488455888235996,-0.5856530764796114,-0.58154671836489935,
1994-04-01,            135863,             68031, 50.07323553874123,62.084323016776409,             80058,            320232, 37153.56542784669,          303757.5,13.882966666666666,0.43023985665527015,9786.3088821073306,9288.3913569616725,9.1887396350242891,9.1365206582524952,0.0027677124536857889,0.016265808136635584,        10.0631162,            179400,            157300,            258700,            227900,            980800,           1715600,288961.83655175328,253365.08857074022,416691.34401303553,367081.39660058293,1579786.8968225175,0.49120637537785106,0.80785180743960627,1.2990581828174572,-0.15145269679482376,0.56021884134002853,3.0627794848734666,0.71167153813485218,5.3573659097154565,1.6784724195344962,125.43148851454031,4.8317597012590028,-5.2143786417996125,              8.75,1.5109751829817997,7.2390248170182003,0.06227125958679957,,,,,,-0.05221897677179399,0,0,0,0,0,0,5.6759366591406854e-15,1.0400395704412833e-16,0,             59167,              9343,              9726,              3661,              8274,             10662,             13794,            101636,             21578,54.700000000000003,8685.7429867999999,13915.799999999999,264.73599999999999,360.45338193207124,144.81059199999999,             68893,7993.0193828869124,8.9863238626058024,8640.7053699242933,9.0642394985032695,0.17333425164311858,             84019,15526.027332834823,68492.972667165173, 7946.607900950673, 8.980500437469237,            980800,3.5149847360663515,5.3573659097154565,1.6784724195344962,3.0627794848734666,            179400,            227900,-0.15145269679482376,0.49120637537785106,0.80785180743960627,4.2103849708961008,1.4375540855317999,625.64026805990079,,,                 1,                 1,                 1,                 1,0.84999999999999998,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.75312539061610295,-0.5693444799660542,-0.5588279897883015,
1994-07-01,            138442,             69624,50.291096632524813,62.354442540184948,             79971,            319884,36845.812266106812,          306813.5,13.923133333333332,0.43084715675247987,9943.3077803368014, 9211.453066526703,9.2046550189751759, 9.128202887328964,0.015915383950886763,-0.0083177709235311426,         9.6334529,            181100,            157500,            263400,            235000,           1003400,           1740400, 290436.4029608448,252588.25768267841,422423.79094360309,376877.71781225031, 1609187.668309838,0.49236598266871739,0.82342349101549317,1.3157894736842106,-0.16849858073551663,0.56614272673844268,3.1367620762526416,0.73464130747395928,5.4407222618199098,1.6939118207717605,127.35424352332946,4.8469725226082714,-5.1951894610871712,8.8499999999999996,1.5225227484781723,7.3274772515218274,0.065015755711445397,,,,,,-0.076452131646211896,0,0,0,0,0,0,8.4560113317102706e-15,1.5494511163924907e-16,0,             58794,             10108,              9748,              3901,              8361,             10533,             14179,            102205,             22234,                54,8795.5824902000004,           13959.5,270.32733333333334,368.85521988406362,145.97676000000001,             68542, 7895.004640255509,8.9739855144356753,8553.2288533911051,9.0540641343128563,0.18070544493909299,             83736,  15770.7774962086,67965.222503791403,7828.5685717287388,8.9655349589555655,           1003400,3.5931048755173749,5.4407222618199098,1.6939118207717605,3.1367620762526416,            181100,            235000,-0.16849858073551663,0.49236598266871739,0.82342349101549317,4.2840529692013352,1.4548995169351455,631.72435971309142,,,                 1,                 1,                 1,                 1,0.94999999999999996,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.71181689292526329,-0.51707979441049012,-0.44139011513783138,
1994-10-01,            139217,             70344,50.528311915929805,62.648558750591157,             81371,            325484,37218.428406333129,            310561,13.959200000000001,0.43147785580194004,9973.1359963321665,9304.6071015832822,9.2076503567605279,9.1382649437446037,0.0029953377853519925,0.010062056415639731,9.0926991000000008,            184000,            153800,            264100,            242200,           1014700,           1743800,293701.88823101023,245496.46961918136,421557.98196635762,386601.07244321017,1619670.1412391635,0.47252706738272848,0.81140701232625878,1.2839340797089873,-0.1788106327807204,0.56531196617959711,3.1175111526219417,0.74412259896031752,5.3575598186085953,1.6785086136991738,126.78872734427382,4.8425221369807954,-5.2144076581939993,9.6333333333333329, 1.612778035525686,8.0205552978076469,0.071683810366510586,,,,,,-0.069385413015924158,0,0,0,0,0,0,1.265307487389809e-14,2.3185069437689572e-16,0,             59768,             10762,             10145,              4387,              8439,             10533,             14329,            104377,             23005,54.200000000000003,8776.4173984000008,14004.200000000001,279.30099999999999,378.60755734748415,151.38114200000001,             69913,7994.4082817341814, 8.986497611488975,8649.5076916587313,9.0652576840471415,0.1839581517000872,             85176, 15982.06364428945,69193.936355710553,7912.1848275410903,8.9761592334368121,           1014700,3.5826066473313589,5.3575598186085953,1.6785086136991738,3.1175111526219417,            184000,            242200,-0.1788106327807204,0.47252706738272848,0.81140701232625878,4.2226345995502088,1.4404592459354502,628.71922448277837,,,                 1,                 1,                 1,                 1,                 1,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.69512862691351973,-0.35390408923332783,-0.44328263053784994,
1995-01-01,            140813,             71664,50.893028342553599, 63.10075985556103,             82290,            329160,37244.882750874109,          314459.5,14.005733333333334,0.43214295268901876,10053.954094989671,9311.2206877185272,9.2157212783966305,9.1389754774354337,0.0080709216361025682,0.00071053369082996198,          8.855226,            184600,            156100,            267900,            248300,           1013700,           1750000,292547.98265908891,247382.12401453833,424559.07125877525,393497.63864708436,1606478.2774730141,0.47423745291043867,0.81388990156762664,1.2881273544780654,-0.19352290679304898,0.56082148499210116,3.0796573095151296,0.75434439178515011, 5.316563373435411,1.6708271121800475,128.03286293819625,4.8522869726717639,-5.2125454914550913,             10.56,2.2043161767465902,8.3556838232534112,0.079658767772511851,,,,,,-0.076745800961196764,0,0,0,0,0,0,1.8933312348351561e-14,3.4692765660270176e-16,0,             61376,             11240,              9998,              4984,              8500,             10596,             15023,            106665,             24375,54.600000000000001,8832.4770989999997,           14055.1,282.99033333333335,384.92306135050359,154.51272200000002,             71374,8076.0610689661207, 8.996659541187956,8693.6408783423249,9.0703471038566548,0.18506539164674449,             86925,16610.762621290956,70314.237378709047,7956.1475479619276,8.9817001852973632,           1013700,3.5490725543808486, 5.316563373435411,1.6708271121800475,3.0796573095151296,            184600,            248300,-0.19352290679304898,0.47423745291043867,0.81388990156762664,4.1742617572001457,1.4289375180447825,630.63296214407433,,,                 1,                 1,                 1,                 1,                 1,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.67737817564827552,-0.25101903012699517,-0.44000897950777751,
1995-04-01,            142565,             73328,51.434784133553116,63.772466829611083,             82779,            331116,36941.896774918947,            318016,           14.0549,0.43284382535803345,10143.437520010815,9235.4741937297367,9.2245822256138776,9.1308072387682433,0.0088609472172471726,-0.0081682386671904084,8.2674494000000003,            185300,            157900,            278300,            255600,1028099.9999999999,           1788700,290564.26575921755,247599.01545267378,436395.22482887341,400799.92621724773,1612137.7313926148,0.47687215356551782,0.84049094577127048,1.3173630993367884,-0.21231230142910643,0.55962260959905286,3.1049541550393212,0.77193491102815937,5.4020343323789852,1.6867756108443013,127.12803705170721,4.8451947443622716,-5.2220582123473074,10.536666666666667,2.7191144733566652,7.8175521933100018,0.081336208458667056,,,,,,-0.093774986845634345,0,0,0,0,0,0,2.808355675864041e-14,5.1459366201141306e-16,0,             61895,             11308,             10124,              4979,              8605,             10429,             15285,            107459,             24680,                55,      8895.4267086,             14108,285.61733333333336,394.01925527862568,157.08953333333335,             72019,8035.0042397011548,8.9915628058256303,8635.2392167154467,9.0636066933488131,0.18530788486771699,             87546,16868.568979796946,70677.431020203047,7885.3282869592376, 8.972759132894339,1028099.9999999999,3.5793786266243046,5.4020343323789852,1.6867756108443013,3.1049541550393212,            185300,            255600,-0.21231230142910643,0.47687215356551782,0.84049094577127048,4.2100049529470027,1.4374638241655702,632.90572744025212,,,                 1,                 1,                 1,                 1,                 1,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,-0.64740527074233445,-0.35523984882163301,-0.37745851407883846,
