regime,equation,term,estimate,std_error,t_stat,p_value
d_joint_cci_M_wt,house_price,d_recession_1991,-7.941365888005102e-4,0.019086691738754442,-0.04160682216017881,0.96686011432352
d_joint_cci_M_wt,house_price,d_apra_2014,-0.012596337316163293,0.010918272594420141,-1.1536932428853937,0.25021732154794574
d_joint_cci_M_wt,house_price,d_apra_2017,0.023423218435711973,0.01117983257025136,2.095131415298587,0.037615447238018795
d_joint_cci_M_wt,mortgage,(Intercept),-0.0664928435434729,0.22221806430067725,-0.2992233946089245,0.7651308483847847
d_joint_cci_M_wt,mortgage,lincome,-0.009308746783528192,0.02781255847799263,-0.3346958098405066,0.7382623585661523
d_joint_cci_M_wt,mortgage,ln_hp_over_yd,-0.0027887195943105186,0.004135765180751765,-0.6742935037244084,0.5010299811335881
d_joint_cci_M_wt,mortgage,real_rate,8.949306221453885e-5,5.436304292722324e-4,0.16462114222403773,0.8694354933471788
d_joint_cci_M_wt,mortgage,prime_age_share,0.3415956932275038,0.13732239263437704,2.4875454517968354,0.013815403179401109
d_joint_cci_M_wt,mortgage,cci_williams_joint_m,-0.008575154133346809,0.006005178688653759,-1.4279598623016474,0.15511660487485246
d_joint_cci_M_wt,mortgage,ecm_lag_M,0.0014978820724729494,0.00806623719644044,0.1856977467925133,0.8529006058289774
d_joint_cci_M_wt,mortgage,dlog_hp_real,0.27033850887636784,0.039080144520647876,6.917541175763445,8.675016260895063e-11
d_joint_cci_M_wt,mortgage,d_real_rate,0.0029319452525899204,0.0012119975261603584,2.4191016807422074,0.01660127625617802
d_joint_cci_M_wt,mortgage,d2008_gfc,-0.0014066840400484442,0.01010868512690593,-0.13915598541142835,0.8894896890939532
d_joint_cci_M_wt,mortgage,d2020_covid,0.001394093136775514,0.011048997254456797,0.1261737246077406,0.8997417772910599
d_joint_cci_M_wt,mortgage,d2020_rebound,-0.0076983761718140056,0.011032669824650792,-0.6977799838270494,0.48625699960882374
d_joint_cci_M_wt,mortgage,d_neg_gearing_8587,0.0036353783412778956,0.0025304847367398015,1.4366331827638703,0.15263869832059096
d_joint_cci_M_wt,mortgage,d_recession_1991,-0.0017228197181557918,0.010058128600487819,-0.17128630847613494,0.8641999889459409
d_joint_cci_M_wt,mortgage,d_apra_2014,0.005651955939679211,0.005416034117335685,1.0435598848220669,0.29815354493243107
d_joint_cci_M_wt,mortgage,d_apra_2017,-0.012399858607068487,0.005718743990440673,-2.1682835650268344,0.031510867194168846
d_joint_cci_M_wt,mortgage,d_jobkeeper_2020,-0.0016759685240228797,0.004962983547548496,-0.33769374973059046,0.7360057640624316
d_joint_cci_M_wt,hew,(Intercept),0.16527191288694035,0.09702822721534815,1.7033384781949026,0.09029013412291187
d_joint_cci_M_wt,hew,lincome,-0.028962155933591038,0.009387084185889053,-3.085319718036387,0.002365965484055099
d_joint_cci_M_wt,hew,ha_y_proxy,0.012796454340730904,0.0017690195464685483,7.2336421416462935,1.4360068689711625e-11
d_joint_cci_M_wt,hew,real_rate,-2.631671439366617e-4,4.337417171755655e-4,-0.606736990046405,0.544816311890733
d_joint_cci_M_wt,hew,prime_age_share,0.2063965873892376,0.09888471492449379,2.0872446014213373,0.038323136648839906
d_joint_cci_M_wt,hew,cci_williams_joint_m,-0.006730255947009585,0.005077990898895963,-1.3253777096120538,0.18678352576767931
d_joint_cci_M_wt,hew,ecm_lag_W,0.06714662442135957,0.047416697294256883,1.4160966126481438,0.15853483666957868
d_joint_cci_M_wt,hew,dlog_hp_real,0.185781523842159,0.03464043162565471,5.363141136629753,2.576311812774179e-7
d_joint_cci_M_wt,hew,d_real_rate,-1.2360805683698956e-4,0.0010993668826704379,-0.11243567437354222,0.9106075776416451
d_joint_cci_M_wt,hew,d2008_gfc,-0.009167941957661423,0.009092963040503561,-1.0082458178729945,0.31473649530543746
d_joint_cci_M_wt,hew,d2020_covid,-0.0054411638694954415,0.009190526111332593,-0.5920405212478628,0.5545919543160189
d_joint_cci_M_wt,hew,d2020_rebound,-0.008608083981933657,0.009207429402790443,-0.9349063245953159,0.35113222464187555
d_joint_cci_M_wt,hew,d_recession_1991,-0.0033888599096223186,0.009070220069840667,-0.3736248826961317,0.7091382531582922
d_joint_cci_M_wt,hew,d_apra_2014,-0.004125603133582547,0.004833595749179379,-0.8535267216508475,0.39454074319939325
d_joint_cci_M_wt,hew,d_apra_2017,-0.018461458262814978,0.005059939514960746,-3.6485531513232323,3.483450030516977e-4
