regime,equation,term,estimate,std_error,t_stat,p_value
a_cons_only_cci,house_price,(Intercept),0.6210409700412952,0.51750748017849,1.2000618229268805,0.23175612170639193
a_cons_only_cci,house_price,lincome,0.015510713497393436,0.0451790008379169,0.3433168775254526,0.7317769333894322
a_cons_only_cci,house_price,log_credit_y,0.07163420745258631,0.022411512834335182,3.1963128942746035,0.0016549281566748952
a_cons_only_cci,house_price,real_rate,-7.153467078204042e-4,8.03639092793866e-4,-0.8901342832060202,0.3746299571963032
a_cons_only_cci,house_price,prime_age_share,-0.5897775558690737,0.32866396774848455,-1.7944697738220288,0.07448425433408312
a_cons_only_cci,house_price,cci_williams,-0.016982041542505398,0.0038295203635802227,-4.434508745275053,1.6360409704097023e-5
a_cons_only_cci,house_price,ecm_lag_H,-0.08993985957515217,0.022891671544547527,-3.928933691020679,1.2314720056894046e-4
a_cons_only_cci,house_price,d_log_credit_y,0.22893767514026805,0.0798574272351826,2.866830087902024,0.004661285151031258
a_cons_only_cci,house_price,d_real_rate,0.009021367732817571,0.002119824303576396,4.25571483334607,3.4086285865431165e-5
a_cons_only_cci,house_price,d2008_gfc,-0.03939543289163466,0.01835035609476188,-2.1468484147225957,0.033198093117885685
a_cons_only_cci,house_price,d2020_covid,-0.029321458143195884,0.01930492780214953,-1.518858730978059,0.13062345218394023
a_cons_only_cci,house_price,d2020_rebound,-0.0036921232934385446,0.019480620511851246,-0.18952801278544498,0.849901184276741
a_cons_only_cci,house_price,d_neg_gearing_8587,-0.022314189340490162,0.007014461634850797,-3.181169204721839,0.0017388084394134307
a_cons_only_cci,house_price,d_recession_1991,-0.0013489489525062117,0.01828623885800124,-0.0737685296020276,0.9412797927348384
a_cons_only_cci,house_price,d_apra_2014,0.003070235235892394,0.010894249054329317,0.28182164925560416,0.7784171054132267
a_cons_only_cci,house_price,d_apra_2017,-0.01104983307135951,0.013554347244212575,-0.8152242872542284,0.41606483788511284
a_cons_only_cci,mortgage,(Intercept),-0.049889131883620895,0.22163630343741467,-0.22509458563365958,0.822172901174915
a_cons_only_cci,mortgage,lincome,-0.004240970955784526,0.027809850418728965,-0.152498876906162,0.8789722193305605
a_cons_only_cci,mortgage,ln_hp_over_yd,-0.002825146174885553,0.004752342742284757,-0.5944744156915172,0.5529760109553203
a_cons_only_cci,mortgage,real_rate,-2.5051906127733996e-4,5.208238902066489e-4,-0.48100531866528007,0.6311240295139009
a_cons_only_cci,mortgage,prime_age_share,0.2623004768233057,0.1277903840690466,2.0525838366804012,0.041627870419404855
a_cons_only_cci,mortgage,cci_williams,2.554546124441235e-4,0.002032538651974439,0.12568253607180901,0.9001300113944639
a_cons_only_cci,mortgage,ecm_lag_M,-0.0011969733755929763,0.008624590484463778,-0.1387861113810781,0.889781529056195
a_cons_only_cci,mortgage,dlog_hp_real,0.2615204654794399,0.03910623814466564,6.687436017547832,3.054458908025026e-10
a_cons_only_cci,mortgage,d_real_rate,0.003283531775312386,0.0011938470912715693,2.7503788377245937,0.006589641918624878
a_cons_only_cci,mortgage,d2008_gfc,-9.994656345116604e-4,0.010226547488856444,-0.09773245913156395,0.9222585356956541
a_cons_only_cci,mortgage,d2020_covid,0.001202224871262374,0.011147125577170167,0.10785066185354426,0.9142398593041912
a_cons_only_cci,mortgage,d2020_rebound,-0.007541532062850317,0.011169678461059492,-0.6751789757549539,0.5004687007633148
a_cons_only_cci,mortgage,d_neg_gearing_8587,0.004219067291509235,0.002482979281479694,1.6991955281217432,0.09109024143023747
a_cons_only_cci,mortgage,d_recession_1991,-0.0022496410115938822,0.010072030550802313,-0.22335526091257552,0.8235240715029244
a_cons_only_cci,mortgage,d_apra_2014,0.0046736556493203445,0.005962682162205674,0.7838176716753754,0.43422514818013846
a_cons_only_cci,mortgage,d_apra_2017,-0.01212430361992705,0.0075029067163046095,-1.6159475358502935,0.10793839230447011
a_cons_only_cci,mortgage,d_jobkeeper_2020,-0.001625932505268487,0.005402018925478692,-0.3009860808890831,0.7637886449650226
a_cons_only_cci,hew,(Intercept),0.2273186404753211,0.09596767059963893,2.368700199295828,0.018947277771840465
a_cons_only_cci,hew,lincome,-0.03154388899819058,0.010833345659653984,-2.911740286813491,0.004065126030061261
a_cons_only_cci,hew,ha_y_proxy,0.012251949301475136,0.0019892048102078106,6.159219623139351,4.919545659731739e-9
a_cons_only_cci,hew,real_rate,-5.645030154272992e-4,3.770411896006303e-4,-1.4971919010366808,0.13615512616262282
a_cons_only_cci,hew,prime_age_share,0.11126335232900601,0.06577618564735935,1.6915446104691052,0.0925230195702258
a_cons_only_cci,hew,cci_williams,-1.2089443199118802e-4,0.0017943820689915737,-0.06737385202424007,0.9463614398944253
a_cons_only_cci,hew,ecm_lag_W,0.06808201277457399,0.04771019991925411,1.4269907250398786,0.15537457440295865
a_cons_only_cci,hew,dlog_hp_real,0.18020404285417382,0.03483716599887213,5.172752653301592,6.298342098975951e-7
a_cons_only_cci,hew,d_real_rate,2.0456830644645434e-4,0.0010885250441862383,0.1879316489216708,0.8511492168658277
a_cons_only_cci,hew,d2008_gfc,-0.008975415414280654,0.009177792241852098,-0.9779492908274197,0.3294571225598877
a_cons_only_cci,hew,d2020_covid,-0.005989057992982799,0.0094019359879572,-0.637002634420623,0.5249603300048291
a_cons_only_cci,hew,d2020_rebound,-0.008767444851498291,0.009509175893995506,-0.9219983886337012,0.3578060591640868
a_cons_only_cci,hew,d_recession_1991,-0.003928292885744143,0.009099092431226334,-0.4317235939117398,0.6664767867439501
