"specification","term","ols_estimate","nw_se","t_stat","p_value","lambda","structural_param","in_long_run","in_short_run","is_dummy"
"Spec1_LogNetWorth","(Intercept)",0.0192118948406926,0.00936866790398737,2.05065384295626,0.0424078058626972,0.0419702084282546,0.457750760841089,FALSE,FALSE,FALSE
"Spec1_LogNetWorth","ln_networth_y",-0.00600810640621516,0.00431627787908311,-1.39196469146038,0.166424712368936,0.0419702084282546,-0.143151693337088,TRUE,FALSE,FALSE
"Spec1_LogNetWorth","real_rate",0.000228952701773372,0.000697079620499413,0.328445553478299,0.743128801674402,0.0419702084282546,0.0054551242499725,TRUE,FALSE,FALSE
"Spec1_LogNetWorth","ln_yp_over_y",-0.00271212617456524,0.00187132311181069,-1.44930939902783,0.149775542592916,0.0419702084282546,-0.0646202693799208,TRUE,FALSE,FALSE
"Spec1_LogNetWorth","ln_y_over_c",0.0419702084282546,0.0441311454639199,0.951033742429551,0.343437273460301,0.0419702084282546,1,TRUE,FALSE,FALSE
"Spec1_LogNetWorth","d2000_gst",0.00364565527898008,0.00173858829349661,2.09690545635046,0.0380337475168706,0.0419702084282546,0.0868629300522083,FALSE,FALSE,TRUE
"Spec1_LogNetWorth","d2008_gfc",-0.0125967912327794,0.00129934540494145,-9.69472103789605,0.0000000000000000694975826475964,0.0419702084282546,-0.300136494540236,FALSE,FALSE,TRUE
"Spec1_LogNetWorth","d2020_covid",-0.143655836562319,0.00360849871891289,-39.8104163954358,0.00000000000000000000000000000000000000000000000000000000000000000000000171647989138391,0.0419702084282546,-3.42280493574125,FALSE,FALSE,TRUE
"Spec1_LogNetWorth","d2020_rebound",0.0600611114351959,0.0107819317993835,5.57053342135125,0.000000150332052350358,0.0419702084282546,1.43104153361226,FALSE,FALSE,TRUE
"Spec2_LogNetWorth_CCI","(Intercept)",0.00689258211882982,0.0197438518822021,0.349100173560513,0.727966969572642,0.0678760491182757,0.101546601612291,FALSE,FALSE,FALSE
"Spec2_LogNetWorth_CCI","ln_networth_y",0.000425061723359862,0.0103245864054602,0.0411698548171447,0.967267051572467,0.0678760491182757,0.00626232270265438,TRUE,FALSE,FALSE
"Spec2_LogNetWorth_CCI","real_rate",0.00106418201922144,0.000902821071120708,1.17872970986425,0.242135493586118,0.0678760491182757,0.0156783141188297,TRUE,FALSE,FALSE
"Spec2_LogNetWorth_CCI","ln_yp_over_y",-0.00306001556698155,0.00180565405010956,-1.69468540598676,0.0941761150868755,0.0678760491182757,-0.0450824054542332,TRUE,FALSE,FALSE
"Spec2_LogNetWorth_CCI","ln_y_over_c",0.0678760491182757,0.0519242567551631,1.30721272407094,0.195030649395305,0.0678760491182757,1,TRUE,FALSE,FALSE
"Spec2_LogNetWorth_CCI","d2_logcci_lag2",-0.0249742787809385,0.0175375463220365,-1.42404634732497,0.158473038369357,0.0678760491182757,-0.367939488307875,FALSE,TRUE,FALSE
"Spec2_LogNetWorth_CCI","d2008_gfc",-0.0122503365280082,0.00198925529253142,-6.15825257522333,0.0000000310144354240402,0.0678760491182757,-0.180480989791579,FALSE,FALSE,TRUE
"Spec2_LogNetWorth_CCI","d2020_covid",-0.147080322830738,0.00469100223502397,-31.3537098176177,0.00000000000000000000000000000000000000000000134269724478957,0.0678760491182757,-2.16689575691783,FALSE,FALSE,TRUE
"Spec2_LogNetWorth_CCI","d2020_rebound",0.0522379304276856,0.0131645706623409,3.96806943177567,0.000161348476115909,0.0678760491182757,0.769607705608494,FALSE,FALSE,TRUE
"Spec3_LevelNetWorth","(Intercept)",0.0155021275967236,0.0064577651263005,2.4005406349618,0.0178570134545096,0.0440947876251172,0.351563720603868,FALSE,FALSE,FALSE
"Spec3_LevelNetWorth","networth_y",-0.00109626074976645,0.000735319497183273,-1.49086316079718,0.138536914473541,0.0440947876251172,-0.0248614588891228,TRUE,FALSE,FALSE
"Spec3_LevelNetWorth","real_rate",0.000125124563687143,0.00067741768770489,0.184708143820497,0.853759711967331,0.0440947876251172,0.00283762708533537,TRUE,FALSE,FALSE
"Spec3_LevelNetWorth","ln_yp_over_y",-0.0028251258295872,0.00186971329136002,-1.51099414153077,0.133334162771445,0.0440947876251172,-0.0640693828396614,TRUE,FALSE,FALSE
"Spec3_LevelNetWorth","ln_y_over_c",0.0440947876251172,0.0442993964414167,0.995381227900697,0.321489319017998,0.0440947876251172,1,TRUE,FALSE,FALSE
"Spec3_LevelNetWorth","d2000_gst",0.00333871823372457,0.00170005131555572,1.96389262087256,0.0517799889569884,0.0440947876251172,0.0757168457666588,FALSE,FALSE,TRUE
"Spec3_LevelNetWorth","d2008_gfc",-0.0126986576440316,0.00124242274332547,-10.2208831190922,0.00000000000000000367645377622502,0.0440947876251172,-0.287985458780126,FALSE,FALSE,TRUE
"Spec3_LevelNetWorth","d2020_covid",-0.143777491831792,0.00362965132240259,-39.6119293730454,0.00000000000000000000000000000000000000000000000000000000000000000000000305029320834731,0.0440947876251172,-3.26064597598593,FALSE,FALSE,TRUE
"Spec3_LevelNetWorth","d2020_rebound",0.0595872655490359,0.0108338118631599,5.50012002254357,0.000000207445521277036,0.0440947876251172,1.35134488129599,FALSE,FALSE,TRUE
"Spec4_Disagg_NoCCI","(Intercept)",0.029996644043459,0.0062031979111273,4.83567419147646,0.0000039439076687008,0.0949745984660206,0.315838598193084,FALSE,FALSE,FALSE
"Spec4_Disagg_NoCCI","nla_y",-0.0074994821597316,0.00366431849121615,-2.04662399780719,0.0428611857074434,0.0949745984660206,-0.0789630309667981,TRUE,FALSE,FALSE
"Spec4_Disagg_NoCCI","ilfa_y",-0.00262704660939987,0.00417095803812739,-0.629842493112042,0.529985192178748,0.0949745984660206,-0.0276605181999244,TRUE,FALSE,FALSE
"Spec4_Disagg_NoCCI","ha_y",0.0107679001731097,0.00329550234847953,3.26745334533831,0.00141254082083975,0.0949745984660206,0.11337663277368,TRUE,FALSE,FALSE
"Spec4_Disagg_NoCCI","ln_hp_over_y",-0.0238973771778791,0.00469140025746116,-5.09386875269763,0.0000013068587165021,0.0949745984660206,-0.251618617649949,TRUE,FALSE,FALSE
"Spec4_Disagg_NoCCI","real_rate",-0.000206905268681758,0.000472234521505468,-0.438140922061671,0.662065321776158,0.0949745984660206,-0.00217853270267611,TRUE,FALSE,FALSE
"Spec4_Disagg_NoCCI","ln_yp_over_y",-0.00380993884791841,0.000714988218316621,-5.32867360652262,0.000000465032486901048,0.0949745984660206,-0.0401153456761547,TRUE,FALSE,FALSE
"Spec4_Disagg_NoCCI","ln_y_over_c",0.0949745984660206,0.0361191171141193,2.62948283497478,0.00966157029800384,0.0949745984660206,1,TRUE,FALSE,FALSE
"Spec4_Disagg_NoCCI","d2000_gst",0.0023718705227269,0.00166124969391313,1.42776280496394,0.155935992206988,0.0949745984660206,0.0249737357255108,FALSE,FALSE,TRUE
"Spec4_Disagg_NoCCI","d2008_gfc",-0.0140669874019315,0.00130356547014408,-10.7911629481692,0.000000000000000000198270730862961,0.0949745984660206,-0.148113154771213,FALSE,FALSE,TRUE
"Spec4_Disagg_NoCCI","d2020_covid",-0.143021866293174,0.00321582483632192,-44.4743957064386,0.000000000000000000000000000000000000000000000000000000000000000000000000000079330841139039,0.0949745984660206,-1.50589598274894,FALSE,FALSE,TRUE
"Spec4_Disagg_NoCCI","d2020_rebound",0.0523708082393811,0.00887820846724827,5.89880361928616,0.0000000340814754541764,0.0949745984660206,0.551419106637424,FALSE,FALSE,TRUE
"Spec5_FullDisagg","(Intercept)",0.100843401464878,0.0311745711444242,3.23479675141944,0.001849323736209,0.124963537005091,0.806982611741929,FALSE,FALSE,FALSE
"Spec5_FullDisagg","nla_y",0.0406786178204154,0.0224922898373512,1.80855831551946,0.0747538971895191,0.124963537005091,0.325523899173549,TRUE,FALSE,FALSE
"Spec5_FullDisagg","ilfa_y",0.000254251366933074,0.00590505917369554,0.0430565316035533,0.96577732999459,0.124963537005091,0.0020346044376346,TRUE,FALSE,FALSE
"Spec5_FullDisagg","ha_y",0.00978029449484796,0.00348061913891296,2.80992952819954,0.00639795725826201,0.124963537005091,0.0782651862234782,TRUE,FALSE,FALSE
"Spec5_FullDisagg","ln_hp_over_y",-0.0318747763104917,0.00660076357085286,-4.8289528883055,0.00000764004590144435,0.124963537005091,-0.255072616175974,TRUE,FALSE,FALSE
"Spec5_FullDisagg","real_rate",-0.000309395673087091,0.00106524643707008,-0.290445161157329,0.772322363434689,0.124963537005091,-0.00247588761091554,TRUE,FALSE,FALSE
"Spec5_FullDisagg","ln_yp_over_y",-0.000154813038083218,0.0037334139986556,-0.0414668820920921,0.967040084558886,0.124963537005091,-0.00123886568669156,TRUE,FALSE,FALSE
"Spec5_FullDisagg","ln_y_over_c",0.124963537005091,0.0354922293172912,3.52087032595078,0.000755820204181658,0.124963537005091,1,TRUE,FALSE,FALSE
"Spec5_FullDisagg","d2_logcci_lag2",-0.0337338190031657,0.0222883301154322,-1.51351935422963,0.13458679549458,0.124963537005091,-0.269949297304152,FALSE,TRUE,FALSE
"Spec5_FullDisagg","dd4_income",-0.061873286024915,0.0642808597883255,-0.962546024254522,0.339042248369857,0.124963537005091,-0.49513071979064,FALSE,TRUE,FALSE
"Spec5_FullDisagg","d2_log_unemp",0.00380236565015995,0.0242214462337113,0.15698342755718,0.875703468166925,0.124963537005091,0.0304278011113357,FALSE,TRUE,FALSE
