"date","cci_step_1983","cci_step_1992","cci_step_1998","cci_step_2007","cci_regime_component","cci_indicator_component","cci_institutional_raw","credit_conditions_index","credit_conditions_spline"
2014-06-01,1,1,1,1,-0.850445610806457,-0.11207158284777,-0.850337340059078,0.850337340059078,-0.962138415226489
2014-09-01,1,1,1,1,-0.850445610806457,-0.37203725459796,-0.981027475125878,0.981027475125878,-0.977406701812132
2014-12-01,1,1,1,1,-0.850445610806457,-0.461087727556253,-1.02579499485389,1.02579499485389,-0.98477657402185
2015-03-01,1,1,1,1,-0.850445610806457,-0.490120564294398,-1.0403904040444,1.0403904040444,-0.984242158614607
2015-06-01,1,1,1,1,-0.850445610806457,-0.264239693635011,-0.926835405429625,0.926835405429625,-0.975797582349367
2015-09-01,1,1,1,1,-0.850445610806457,-0.182427974123442,-0.88570695719632,0.88570695719632,-0.959436971985096
2015-12-01,1,1,1,1,-0.850445610806457,-0.629381502401775,-1.11039976600459,1.11039976600459,-0.935154454280758
2016-03-01,1,1,1,1,-0.850445610806457,-1.02868423828813,-1.31113753316516,1.31113753316516,-0.902944155995315
2016-06-01,1,1,1,1,-0.850445610806457,-1.12970161945291,-1.36192106585098,1.36192106585098,-0.862800203887735
2016-09-01,1,1,1,1,-0.850445610806457,-1.0734537481873,-1.33364409434382,1.33364409434382,-0.814716724716983
2016-12-01,1,1,1,1,-0.850445610806457,-0.706587614290482,-1.14921287976221,1.14921287976221,-0.75868784524202
2017-03-01,1,1,1,1,-0.850445610806457,-0.280676429729123,-0.935098493574051,0.935098493574051,-0.694707692221813
2017-06-01,1,1,1,1,-0.850445610806457,-0.178485137107631,-0.883724811251151,0.883724811251151,-0.622770392415326
2017-09-01,1,1,1,1,-0.850445610806457,-0.10109635337896,-0.844819864570829,0.844819864570829,-0.542870072581523
2017-12-01,1,1,1,1,-0.850445610806457,-0.0932241234131245,-0.840862331291201,0.840862331291201,-0.45500085947937
2018-03-01,1,1,1,1,-0.850445610806457,-0.202145721132245,-0.895619477578125,0.895619477578125,-0.359200158894711
2018-06-01,1,1,1,1,-0.850445610806457,-0.54565614288581,-1.06830929125078,1.06830929125078,-0.256008495300892
2018-09-01,1,1,1,1,-0.850445610806457,-0.566607513122281,-1.07884197961538,1.07884197961538,-0.146290985872865
2018-12-01,1,1,1,1,-0.850445610806457,-1.04558514119344,-1.31963396759273,1.31963396759273,-0.0309181576639445
2019-03-01,1,1,1,1,-0.850445610806457,-1.28456008693622,-1.43977162933261,1.43977162933261,0.0892394622725534
2019-06-01,1,1,1,1,-0.850445610806457,-0.838095727117687,-1.2153247356548,1.2153247356548,0.213311346883314
2019-09-01,1,1,1,1,-0.850445610806457,-0.275869112657546,-0.932681755574901,0.932681755574901,0.340426969115024
2019-12-01,1,1,1,1,-0.850445610806457,0.260601045726021,-0.662987080172418,0.662987080172418,0.46961799444785
2020-03-01,1,1,1,1,-0.850445610806457,0.839129377367499,-0.372148888755939,0.372148888755939,0.599623277117026
2020-06-01,1,1,1,1,-0.850445610806457,0.738373561695921,-0.422800927043277,0.422800927043277,0.729245551626042
2020-09-01,1,1,1,1,-0.850445610806457,1.15743684360755,-0.21212912354764,0.21212912354764,0.857301612281398
2020-12-01,1,1,1,1,-0.850445610806457,1.5864533058835,0.00354635015337597,-0.00354635015337595,0.9826082533896
2021-03-01,1,1,1,1,-0.850445610806457,2.00824981566432,0.215592203987997,-0.215592203987997,1.10398226925715
2021-06-01,1,1,1,1,-0.850445610806457,2.61836681704191,0.522310674852912,-0.522310674852912,1.22024045419056
2021-09-01,1,1,1,1,-0.850445610806457,0.689634258510587,-0.447303185643305,0.447303185643305,1.33019960249633
2021-12-01,1,1,1,1,-0.850445610806457,2.1374349903129,0.280536270678749,-0.280536270678749,1.43268714194852
2022-03-01,1,1,1,1,-0.850445610806457,0.144163228774761,-0.721522785759217,0.721522785759217,1.52716850837476
2022-06-01,1,1,1,1,-0.850445610806457,0.701411100555497,-0.441382722887019,0.441382722887019,1.61409805008566
2022-09-01,1,1,1,1,-0.850445610806457,0.611398238926426,-0.486634055360473,0.486634055360473,1.69401518313231
2022-12-01,1,1,1,1,-0.850445610806457,1.26522117462083,-0.157943704821486,0.157943704821486,1.76745932356582
2023-03-01,1,1,1,1,-0.850445610806457,1.17713765654195,-0.202225116276262,0.202225116276262,1.83496988743728
2023-06-01,1,1,1,1,-0.850445610806457,1.41286889643925,-0.0837181327417349,0.0837181327417349,1.89708629079778
2023-09-01,1,1,1,1,-0.850445610806457,1.62373946787153,0.0222908771269975,-0.0222908771269975,1.95434794969842
2023-12-01,1,1,1,1,-0.850445610806457,1.74483239430742,0.0831668028020962,-0.0831668028020962,2.0072942801903
2024-03-01,1,1,1,1,-0.850445610806457,1.85124541605315,0.136662835917498,-0.136662835917498,2.05646469832451
2024-06-01,1,1,1,1,-0.850445610806457,1.79128791999333,0.106520959085949,-0.106520959085949,2.10239862015214
2024-09-01,1,1,1,1,-0.850445610806457,1.53090746760491,-0.0243776948105455,0.0243776948105455,2.1456354617243
2024-12-01,1,1,1,1,-0.850445610806457,1.35732930872139,-0.111639035419134,0.111639035419134,2.18671463909208
2025-03-01,1,1,1,1,-0.850445610806457,1.26309516951265,-0.159012491684266,0.159012491684266,2.22617556830657
2025-06-01,1,1,1,1,-0.850445610806457,1.1717190940814,-0.204949140010126,0.204949140010126,2.26455766541887
2025-09-01,1,1,1,1,-0.850445610806457,1.49364575926678,-0.0431099284271775,0.0431099284271776,2.30240034648007
