"term","estimate","std.error","statistic","p.value"
"(Intercept)",2.87753010570878,3.88320036358112,0.741020250383141,0.458681162005017
"credit_conditions_index",0.0462520507138864,0.0660619933789322,0.700131018581049,0.483845486063789
"real_mortgage_rate",-0.168780060126348,0.0501712803637142,-3.36407719521579,0.000768000585832966
"prime_working_age_share",26.5695238863756,8.81467882421657,3.0142361867322,0.00257627158847383
"first_home_buyer_share",-1.91560050395016,0.989446729563905,-1.93603197293346,0.0528637851687524
"cci_x_real_mortgage_rate",-0.0693295512377064,0.0477956424416586,-1.4505412563987,0.146907643067329
