"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.00493496447694509,0.00207646031050096,2.3766235511405,0.0198612859403247
"ecm_lag_hp",0.0109125680956519,0.00879152140625557,1.24126048170537,0.218136862837678
"d_real_mortgage_rate",0.0231063208839752,0.00551819810957214,4.18729455252682,0.0000720456324431946
"d_cci",-0.0577672450232109,0.0110727920362748,-5.21704415959081,0.00000139737606037799
"d_lgdi",-1.06603927302607,0.0133717660259108,-79.7231473359895,0.00000000000000000000000000000000000000000000000000000000000000000000000000000538565774903238
"d_log_unemployment",-0.0293419618733253,0.0328166299860655,-0.894118679638478,0.373940473993343
"house_price_yoy_lag",0.114784848028867,0.0490704333488588,2.33918553791489,0.021821204720075
"house_price_yoy_lag_cubed",-1.47209205327777,2.08342946735508,-0.706571581300806,0.481885642120625
