"date","cons_real","cons_nom","ydi_nom","gdp_nom","pop_millions","unemp_rate","hicp","mortgage_rate","hpi","fin_deposits","fin_debtsec","fin_loans","fin_equity","fin_mutfund","fin_inspen","fin_total_asset","fin_total_liab","cons_deflator","ydi_real","cons_real_pc","ydi_real_pc","fin_deposits_real","fin_deposits_real_pc","fin_debtsec_real","fin_debtsec_real_pc","fin_loans_real","fin_loans_real_pc","fin_equity_real","fin_equity_real_pc","fin_mutfund_real","fin_mutfund_real_pc","fin_inspen_real","fin_inspen_real_pc","fin_total_asset_real","fin_total_asset_real_pc","fin_total_liab_real","fin_total_liab_real_pc","fin_net_real","fin_net_real_pc","ln_cons_real_pc","ln_ydi_real_pc","d_ln_cons_pc","d_ln_ydi_pc","ln_hpi","ln_fin_loans","gdp_nom_8qma","cci_ratio"
1983-01-01,NA,NA,NA,NA,56.563031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10117.4574838812,NA,6904.151414211,NA,1325.29366514173,NA,27747.9677036987,NA,22036.9838060053,NA,1273.1579200437,NA,41604.8555749257,NA,2283.9253780111,2319863.38620767,42190.18563774,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-01,NA,NA,NA,NA,56.5654441350937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10176.0563975583,NA,6955.24461159801,NA,1353.41243726802,NA,27688.8342249614,NA,21773.0960289857,NA,1304.91113150035,NA,41823.0679995874,NA,2327.52880384741,2327630.42520314,42308.7073992012,NA,NA,NA,NA,NA,NA,NA,NA
1983-07-01,NA,NA,NA,NA,56.5652213008968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10234.9947080345,NA,7006.71591697579,NA,1382.12780573117,NA,27629.8267651219,NA,21512.368246976,NA,1337.45628433516,NA,42042.4249219674,NA,2371.96468190084,2335423.46870177,42427.5621150622,NA,NA,NA,NA,NA,NA,NA,NA
1983-10-01,NA,NA,NA,NA,56.5643961499683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10294.2743810489,NA,7058.56812847913,NA,1411.45242852306,NA,27570.9450556223,NA,21254.7626197679,NA,1370.81312997223,NA,42262.9323448175,NA,2417.2489048835,2343242.60376816,42546.7507206672,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-01,NA,NA,NA,NA,56.565117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10353.8973937262,NA,7110.80406495,NA,1441.39923220034,NA,27512.1888284772,NA,21000.2417602807,NA,1405.00191244634,NA,42484.5963023732,NA,2463.39766892227,2351087.91775843,42666.2741539879,NA,NA,NA,NA,NA,NA,NA,NA
1984-04-01,NA,NA,NA,NA,56.5688881603399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10413.8657346423,NA,7163.42656609084,NA,1471.98141758256,NA,27453.5578162719,NA,20748.7687291354,NA,1440.04338068884,NA,42707.422860519,NA,2510.42747935142,2358959.49832114,42786.133355631,NA,NA,NA,NA,NA,NA,NA,NA
1984-07-01,NA,NA,NA,NA,56.5749077685926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10474.1814038903,NA,7216.43849261888,NA,1503.21246557124,NA,27395.051752162,NA,20500.3070292937,NA,1475.9588011201,NA,42931.418116954,NA,2558.35515661584,2366857.43339832,42906.3292688455,NA,NA,NA,NA,NA,NA,NA,NA
1984-10-01,NA,NA,NA,NA,56.5818768622943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10534.8464131482,NA,7269.8427264217,NA,1535.10614309235,NA,27336.6703698715,NA,20254.8206007605,NA,1512.76997055591,NA,43156.588201359,NA,2607.19784228693,2374781.81122643,43026.8628395304,NA,NA,NA,NA,NA,NA,NA,NA
1985-01-01,NA,NA,NA,NA,56.588319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10595.8627857447,NA,7323.64217071387,NA,1567.67650916489,NA,27278.4134036919,NA,20012.2738153511,NA,1550.49922943582,NA,43382.9392755643,NA,2656.97300519341,2382732.72033737,43147.7350162417,NA,NA,NA,NA,NA,NA,NA,NA
1985-04-01,NA,NA,NA,NA,56.5930013617944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10657.2325567277,NA,7377.8397501948,NA,1600.93792109824,NA,27220.280588481,NA,19772.63147152,NA,1589.16947538139,NA,43610.4775337184,NA,2707.69844766908,2390710.24955942,43268.9467502002,NA,NA,NA,NA,NA,NA,NA,NA
1985-07-01,NA,NA,NA,NA,56.5960424831234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10718.9577729318,NA,7432.43841120773,NA,1634.90504082101,NA,27162.2716596618,NA,19535.8587892518,NA,1628.80417709263,NA,43839.2092024571,NA,2759.39231191996,2398714.48801829,43390.4989952989,NA,NA,NA,NA,NA,NA,NA,NA
1985-10-01,NA,NA,NA,NA,56.5975936010426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10781.0404930466,NA,7487.44112189987,NA,1669.59284134412,NA,27104.3863532207,NA,19301.9214050142,NA,1669.42738859095,NA,44069.1405410743,NA,2812.07308651289,2406745.52513806,43512.3927081107,NA,NA,NA,NA,NA,NA,NA,NA
1986-01-01,NA,NA,NA,NA,56.597823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10843.4827876852,NA,7542.85087238382,NA,1705.01661336103,NA,27046.6244057072,NA,19070.7853667698,NA,1711.06376381739,NA,44300.2778416931,NA,2865.75961298812,2414803.45064224,43634.6288478953,NA,NA,NA,NA,NA,NA,NA,NA
1986-04-01,NA,NA,NA,NA,56.5970406244787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10906.2867394534,NA,7598.67067490006,NA,1741.19197198806,NA,26988.9855542321,NA,18842.4171290492,NA,1753.73857159492,NA,44532.6274294381,NA,2920.47109259804,2422888.3545547,43757.2083766075,NA,NA,NA,NA,NA,NA,NA,NA
1986-07-01,NA,NA,NA,NA,56.595796496142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10969.4544430194,NA,7654.90356398074,NA,1778.13486364764,NA,26931.4695364662,NA,18616.7835480822,NA,1797.47771096392,NA,44766.1956626081,NA,2976.22709317459,2431000.32720076,43880.1322589043,NA,NA,NA,NA,NA,NA,NA,NA
1986-10-01,NA,NA,NA,NA,56.5947221227602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11032.9880051832,NA,7711.55259661463,NA,1815.86157309764,NA,26874.0760906396,NA,18393.8518769875,NA,1842.30772690011,NA,45000.9889328509,NA,3033.04755612783,2439139.45920811,44003.4014621529,NA,NA,NA,NA,NA,NA,NA,NA
1987-01-01,NA,NA,NA,NA,56.594487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11096.8895449471,NA,7768.62085241333,NA,1854.38873060983,NA,26816.8049555402,NA,18173.5897610203,NA,1888.25582642454,NA,45237.0136653374,NA,3090.95280357807,2447305.8415079,44127.0169564376,NA,NA,NA,NA,NA,NA,NA,NA
1987-04-01,NA,NA,NA,NA,56.5956204776386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11161.1611935866,NA,7826.11143377865,NA,1893.73331930067,NA,26759.6558705126,NA,17955.9652328762,NA,1935.34989511528,NA,45474.2763189378,NA,3149.96354562417,2455499.56533571,44250.9797145683,NA,NA,NA,NA,NA,NA,NA,NA
1987-07-01,NA,NA,NA,NA,56.5983611788746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11225.805094721,NA,7884.0274660713,NA,1933.91268261761,NA,26702.6285754568,NA,17740.9467080518,NA,1983.61851403107,NA,45712.7833863982,NA,3210.10088775061,2463720.72223258,44375.2907120876,NA,NA,NA,NA,NA,NA,NA,NA
1987-10-01,NA,NA,NA,NA,56.6029046558673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11290.8234043853,NA,7942.37209778077,NA,1974.94453198426,NA,26645.7228108271,NA,17528.5029802611,NA,2033.09097705685,NA,45952.5413945185,NA,3271.38633837597,2471969.40404605,44499.9509272785,NA,NA,NA,NA,NA,NA,NA,NA
1988-01-01,NA,NA,NA,NA,56.609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11356.2182911017,NA,8001.14850069652,NA,2016.8469546077,NA,26588.9383176311,NA,17318.603216906,NA,2083.79730868214,NA,46193.556904331,NA,3333.84181654554,2480245.70293114,44624.9613411724,NA,NA,NA,NA,NA,NA,NA,NA
1988-04-01,NA,NA,NA,NA,56.6176919804453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11421.9919359526,NA,8060.35987008036,NA,2059.6384214515,NA,26532.274837428,NA,17111.2169546014,NA,2135.76828222257,NA,46435.8365112794,NA,3397.48965977075,2488549.71135144,44750.3229375566,NA,NA,NA,NA,NA,NA,NA,NA
1988-07-01,NA,NA,NA,NA,56.6274518101137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11488.1465326527,NA,8120.00942484022,NA,2103.33779537792,NA,26475.7321123281,NA,16906.3140947545,NA,2189.03543849607,NA,46679.3868454002,NA,3462.35263201831,2496881.5220801,44876.0367029819,NA,NA,NA,NA,NA,NA,NA,NA
1988-10-01,NA,NA,NA,NA,56.6381894996206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11554.6842876222,NA,8180.10040770508,NA,2147.96433946279,NA,26419.309884991,NA,16703.8648991961,NA,2243.63110496475,NA,46924.2145715032,NA,3528.45393185186,2505241.22820089,45002.1036267707,NA,NA,NA,NA,NA,NA,NA,NA
1989-01-01,NA,NA,NA,NA,56.649201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11621.6074200609,NA,8240.63608540127,NA,2193.53772548686,NA,26363.0078986249,NA,16503.8399858646,NA,2299.58841535419,NA,47170.3263893547,NA,3595.81720072902,2513628.92310921,45128.5247010248,NA,NA,NA,NA,NA,NA,NA,NA
1989-04-01,NA,NA,NA,NA,56.6598171277554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11688.9181620218,NA,8301.6197488301,NA,2240.07804260728,NA,26306.8258969853,NA,16306.2103245417,NA,2356.94132976209,NA,47417.7290338601,NA,3664.46653145692,2522044.70051317,45255.3009206327,NA,NA,NA,NA,NA,NA,NA,NA
1989-07-01,NA,NA,NA,NA,56.6706270956604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11756.6187584855,NA,8363.0547132467,NA,2287.60580621313,NA,26250.7636243736,NA,16110.9472326396,NA,2415.72465526839,NA,47666.4292752488,NA,3734.42647680906,2530488.65443463,45382.4332832779,NA,NA,NA,NA,NA,NA,NA,NA
1989-10-01,NA,NA,NA,NA,56.6820421170704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11824.7114674354,NA,8424.94431844029,NA,2336.14196696872,NA,26194.8208256361,NA,15918.0223710375,NA,2475.97406705946,NA,47916.4339192593,NA,3805.72205830677,2538960.87921021,45509.9227894467,NA,NA,NA,NA,NA,NA,NA,NA
1990-01-01,NA,NA,NA,NA,56.69436,NA,NA,NA,44.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11893.1985599328,NA,8487.29192891572,NA,2385.70792004888,NA,26138.9972461631,NA,15727.4077399692,NA,2537.72613007912,NA,48167.7498073251,NA,3878.37877516829,2547461.46949239,45637.7704424359,NA,NA,NA,NA,3.78890576818106,NA,NA,NA
1990-04-01,NA,NA,NA,NA,56.7074407001634,NA,NA,NA,46.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11962.0823201926,NA,8550.10093407639,NA,2436.32551457014,NA,26083.2926318874,NA,15539.075674959,NA,2601.01832121963,NA,48420.3838167624,NA,3952.42261342864,2555990.52025057,45765.9772483609,NA,NA,NA,NA,3.82883702952562,NA,NA,NA
1990-07-01,NA,NA,NA,NA,56.720863867916,NA,NA,NA,47.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12031.3650456596,NA,8613.37474840851,NA,2488.017063222,NA,26027.706729283,NA,15352.9988428071,NA,2665.88905206618,NA,48674.342860958,NA,4027.88005523371,2564548.12677209,45894.5442161633,NA,NA,NA,NA,3.85843233725507,NA,NA,NA
1990-10-01,NA,NA,NA,NA,56.7335181996368,NA,NA,NA,49.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12101.0490470851,NA,8677.11681166669,NA,2540.80535210254,NA,25972.2392853644,NA,15169.1502376223,NA,2732.37769220857,NA,48929.6338895586,NA,4104.77808831169,2573134.38466332,46023.4723576192,NA,NA,NA,NA,3.90007187430839,NA,NA,NA
1991-01-01,NA,NA,NA,NA,56.744119,NA,NA,NA,51.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12171.1366486038,NA,8741.33058906098,NA,2594.71365076282,NA,25916.8900476854,NA,14987.5031769029,NA,2800.52459313439,NA,49186.263888661,NA,4183.14421562539,2581749.38985073,46152.7626873471,NA,NA,NA,NA,3.95116679254577,NA,NA,NA
1991-04-01,NA,NA,NA,NA,56.7518493071977,NA,NA,NA,53.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12241.6301878117,NA,8806.01957144522,NA,2649.7657224642,NA,25861.6587643375,NA,14808.0312976637,NA,2870.37111271798,NA,49444.2398810031,NA,4263.0064652088,2590393.23858196,46282.4162228155,NA,NA,NA,NA,3.98739018444803,NA,NA,NA
1991-07-01,NA,NA,NA,NA,56.7581614762909,NA,NA,NA,54.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12312.5320158436,NA,8871.18727550681,NA,2705.98583465349,NA,25806.545183949,NA,14630.7085526104,NA,2941.95964032032,NA,49703.5689261564,NA,4344.39340019146,2599066.02742689,46412.4339843514,NA,NA,NA,NA,4.0021561712272,NA,NA,NA
1991-10-01,NA,NA,NA,NA,56.7646528503569,NA,NA,NA,56.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12383.844497452,NA,8936.83724395791,NA,2763.39876966021,NA,25751.5490556843,NA,14455.5092063587,NA,3015.33362251478,NA,49964.2581207189,NA,4427.33412901421,2607767.85327873,46542.8169951482,NA,NA,NA,NA,4.02599434133387,NA,NA,NA
1992-01-01,NA,NA,NA,NA,56.772923,NA,NA,NA,59.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12455.5700110856,NA,9002.97304572802,NA,2822.02983562085,NA,25696.6701292418,NA,14282.4078317,NA,3090.53758945454,NA,50226.3145985093,NA,4511.85831583994,2616498.81335507,46673.5662812734,NA,NA,NA,NA,4.08827618682049,NA,NA,NA
1992-04-01,NA,NA,NA,NA,56.7839528886087,NA,NA,NA,62.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12527.7109489686,NA,9069.598276158,NA,2881.90487763497,NA,25641.9081548539,NA,14111.3793059102,NA,3167.61718189764,NA,50489.7455307624,NA,4597.99619116316,2625259.00519902,46804.6828716774,NA,NA,NA,NA,4.1284077674978,NA,NA,NA
1992-07-01,NA,NA,NA,NA,56.7967328102611,NA,NA,NA,63.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12600.2697171809,NA,9136.71655719552,NA,2943.05028915793,NA,25587.2628832847,NA,13942.3988071042,NA,3246.61917890603,NA,50754.5581263254,NA,4685.77856262207,2634048.52668025,46936.1677982006,NA,NA,NA,NA,4.14771153837798,NA,NA,NA
1992-10-01,NA,NA,NA,NA,56.8097706677416,NA,NA,NA,63.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12673.2487357379,NA,9204.33153759197,NA,3005.49302363535,NA,25532.73406583,NA,13775.4418106334,NA,3327.59152623548,NA,51020.7596318548,NA,4775.23682601708,2642867.47599611,47068.0220955825,NA,NA,NA,NA,4.15860179380147,NA,NA,NA
1993-01-01,NA,NA,NA,NA,56.82125,NA,NA,NA,64.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12746.6504386714,NA,9272.44689310078,NA,3069.26060638443,NA,25478.3214543151,NA,13610.4840855258,NA,3410.58336543347,NA,51288.3573320149,NA,4866.40297653964,2651715.95167272,47200.2468014693,NA,NA,NA,NA,4.16960663005589,NA,NA,NA
1993-04-01,NA,NA,NA,NA,56.8297141117042,NA,NA,NA,65.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12820.4772741109,NA,9341.06632667731,NA,3134.38114672738,NA,25424.0248010946,NA,13447.50169097,NA,3495.64506366287,NA,51557.3585496776,NA,4959.30962021551,2660594.05256608,47332.8429564221,NA,NA,NA,NA,4.17778150296365,NA,NA,NA
1993-07-01,NA,NA,NA,NA,56.8357082825609,NA,NA,NA,65.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12894.7317043649,NA,9410.1935686801,NA,3200.88335038225,NA,25369.8438590506,NA,13286.4709728402,NA,3582.82824426946,NA,51827.7706461218,NA,5053.98998556644,2669501.87786315,47465.8116039253,NA,NA,NA,NA,4.18739461410284,NA,NA,NA
1993-10-01,NA,NA,NA,NA,56.8397548337586,NA,NA,NA,65.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12969.4162060035,NA,9479.83237707368,NA,3268.79653211667,NA,25315.7783815919,NA,13127.368560263,NA,3672.18581811171,NA,52099.6010212359,NA,5150.47793549456,2678439.52708297,47599.1537903945,NA,NA,NA,NA,4.17655415128076,NA,NA,NA
1994-01-01,NA,NA,NA,NA,56.842392,NA,NA,NA,64.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13044.5332699407,NA,9549.98653763288,NA,3338.15062867003,NA,25261.8281226528,NA,12970.1713622263,NA,3763.77201567203,NA,52372.8571137195,NA,5248.80797939357,2687407.10007781,47732.8705651851,NA,NA,NA,NA,4.16931287845941,NA,NA,NA
1994-04-01,NA,NA,NA,NA,56.8441012761555,NA,NA,NA,64.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13120.0854015174,NA,9620.65986414861,NA,3408.97621194992,NA,25207.9928366921,NA,12814.8565642271,NA,3857.64241996889,NA,52647.5464012874,NA,5349.0152854912,2696404.69703421,47866.9629806003,NA,NA,NA,NA,4.16061595606813,NA,NA,NA
1994-07-01,NA,NA,NA,NA,56.8450374194529,NA,NA,NA,64.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13196.0751205851,NA,9691.85619863519,NA,3481.30450250846,NA,25154.2722786917,NA,12661.401624961,NA,3953.85400028974,NA,52923.6764008742,NA,5451.13569342735,2705432.41847416,48001.4320918995,NA,NA,NA,NA,4.16909637468521,NA,NA,NA
1994-10-01,NA,NA,NA,NA,56.8451520674926,NA,NA,NA,64.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13272.5049615902,NA,9763.57941153926,NA,3555.16738330461,NA,25100.6662041558,NA,12509.7842730504,NA,4052.46514676527,NA,53201.2546688397,NA,5555.20572707223,2714490.36525622,48136.2789573065,NA,NA,NA,NA,4.16259493590355,NA,NA,NA
1995-01-01,NA,129549.6,NA,211365.7,56.844408,NA,NA,NA,63.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4608.40182687887,NA,13349.3774736578,NA,9835.83340195012,NA,3630.59741375848,NA,25047.1743691095,NA,12359.9825038123,NA,4153.53570580599,NA,53480.2888011761,NA,5661.26260758939,2723578.63857659,48271.5046380179,NA,8.4356364005875,NA,NA,4.15677148049474,NA,NA,NA
1995-04-01,NA,124693.5,NA,214106,56.843002154673,NA,NA,NA,64.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4620.61968889076,NA,13426.6952206776,NA,9908.62209781173,NA,3707.62784410379,NA,24993.7965300979,NA,12211.9745760648,NA,4257.12701642257,NA,53760.7864337155,NA,5769.344266748,2732697.33997031,48407.1101982115,NA,8.43828410687546,NA,0.00264770628796107,4.16744011729265,NA,NA,NA
1995-07-01,NA,134769.8,NA,223197.2,56.8417705769692,NA,NA,NA,65.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4632.97330492501,NA,13504.4607813888,NA,9981.94945613628,NA,3786.29263004486,NA,24940.532444185,NA,12065.7390089715,NA,4363.30194745205,NA,54042.7552423391,NA,5879.48936048936,2741846.57131236,48543.0967050545,NA,8.44095412345854,NA,0.00267001658308708,4.17958910149505,NA,NA,NA
1995-10-01,NA,135704.2,NA,251568,56.8417979535295,NA,NA,NA,65.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4645.37059878652,NA,13582.6767494663,NA,10055.8194632192,NA,3866.62644772466,NA,24887.3818689525,NA,11921.254578924,NA,4472.12493571253,NA,54326.2029431872,NA,5991.73728275235,2751026.4348188,48679.4652287121,NA,8.44362643251883,NA,0.00267230906028715,4.18880589701093,NA,242153.9125,NA
