"draw","success","fail_reason","n_surviving_knots","surviving_knots","cci_min","cci_max","n_obs","lambda","ols_nla_y","ols_ilfa_y","ols_ln_yp_over_y","ols_yp_x_cci","ols_ha_x_cci","ols_hp_x_1_minus_cci","gamma_nla_y","gamma_ilfa_y","gamma_ln_yp_over_y","gamma_yp_x_cci","gamma_ha_x_cci","gamma_hp_x_1_minus_cci"
129,TRUE,NA,7,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04",-0.0919334881569638,0,146,-0.131890972057706,0.00809963175488591,0.00952818096356483,0.0452888300007009,-3.10310975093417,-0.00672089479743907,0.0115057610606152,0.0614115706975159,0.0722428594991018,0.343380818975886,-23.5278404770303,-0.0509579593855634,0.0872369115270539
130,TRUE,NA,8,"sdmma_1992_01;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04",-22.9839973462313,1,146,-0.210237787381092,0.00545229669720813,0.000387858767789096,0.160632014536839,-0.020754617028757,-0.000376917582647028,0.00152276499826189,0.0259339520508028,0.00184485754259787,0.764049206081427,-0.0987197272540529,-0.00179281558915857,0.0072430604280553
131,TRUE,NA,7,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0836755256110496,0,146,-0.129518346688738,0.0184095431120999,0.012122110561584,0.0949487098460439,0.678852305708013,-0.168404390081569,0.00717417300250189,0.14213849684433,0.0935937716277078,0.733090811251841,5.24136018613217,-1.30023579197072,0.0553911718757735
132,TRUE,NA,7,"sdmma_1990_09;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0640097468022236,0,146,-0.130552795017131,-0.0130149012978302,-0.00655160805788483,0.0851067005239321,-6.4424441253303,-0.378216132190636,-0.0242464033663327,-0.0996907136007499,-0.0501835909145041,0.651894894420026,-49.3474239635001,-2.89703588606437,-0.185721059155807
133,TRUE,NA,5,"sdmma_1990_09;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0556026733286803,0,146,-0.162158579425415,0.0363069605311779,0.0135423126781869,0.106100825250567,-2.52785754927506,-0.15342840146356,0.0386676176370981,0.223897869972877,0.0835127732752227,0.654302878247452,-15.5887992990081,-0.94616271311213,0.238455577090716
134,TRUE,NA,5,"sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0600077078629061,0,146,-0.144437093490266,0.00178137150367732,0.000779548044297373,0.0454006598311354,-2.68889075720606,-0.136763011077279,0.0477505283627111,0.0123331996001247,0.00539714574324294,0.314328256918262,-18.6163449584179,-0.946869033241072,0.330597405478317
135,TRUE,NA,8,"sdmma_1992_01;sdmma_1993_01;sdmma_2008_12;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0539966721599991,0,146,-0.157774916952192,0.0407365383624246,0.0103840567950008,0.150778467650644,-2.73632904909359,0.0345354357300879,0.038894879301649,0.258194009221177,0.0658156378440516,0.9556555031896,-17.3432450604474,0.218890533408125,0.246521310566969
136,TRUE,NA,6,"sdmma_1992_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-6.52899008632812,1,146,-0.240293668743744,-0.00647315169458767,0.00576836859925999,0.332930356281418,-0.0883308044446685,-0.00542416969554274,-0.0117414793261147,-0.0269385029094996,0.0240054955647272,1.38551447494218,-0.36759522174039,-0.0225730861903284,-0.0488630407430173
137,TRUE,NA,4,"sdmma_1993_01;sdmma_2009_01;sdmma_2014_12;sdmma_2020_04",-0.00826757859868676,0,146,-0.129221405057242,-0.0224259776236345,-0.0067685102411257,-0.0223719444657444,-60.3298974565364,-0.178739152737706,0.0167939530366383,-0.173546926019728,-0.0523791723060697,-0.173128781998882,-466.872322196247,-1.3832008145905,0.129962625226053
138,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0940292019840774,0,146,-0.254520900672421,0.0351831806576757,-0.000622051577047541,0.154793268924383,-2.44351214336563,-0.011932222701098,0.0553985048117359,0.1382329724778,-0.00244400980589075,0.60817507919952,-9.60043806583306,-0.0468811114119671,0.217657978835444
139,TRUE,NA,4,"sdmma_2009_01;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-4.69818129791967,1,146,-0.195512899269135,0.00102669980419202,-0.00316220465428454,0.224198274405425,0.0575543894813891,0.00279637898904787,0.0210869181561332,0.00525131491594682,-0.0161738927002027,1.14671858094029,0.294376430898106,0.014302785133366,0.107854357615074
140,TRUE,NA,5,"sdmma_1993_01;sdmma_2008_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04",-0.0412218367719483,0,146,-0.229158414551795,-0.0061704434620787,-0.00578715352388137,0.134089444808526,-9.4694290057508,-0.416421807282624,0.000561761679306943,-0.0269265410748599,-0.0252539429337575,0.585138647737581,-41.3226327484932,-1.81717877607546,0.00245141196497487
141,TRUE,NA,8,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0493508020315327,0,146,-0.106673867237722,-0.00784187596852664,-0.00957672334694516,0.0652208464072696,0.528443501624409,-0.0605941758957852,0.0297328319950554,-0.0735126247092091,-0.0897757210358139,0.611404162013978,4.95382341812712,-0.568032053818314,0.278726484423744
142,TRUE,NA,5,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0415853769422881,0,146,-0.124908337517943,-0.0140338422663359,-0.00651617234066447,0.110917455539823,-8.1808941585447,-0.543903013932828,0.00667575898756868,-0.112353126662341,-0.0521676332432848,0.887990807850517,-65.4951808750921,-4.354417204974,0.053445263304459
143,TRUE,NA,6,"sdmma_1992_01;sdmma_1993_01;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0433108876340814,0,146,-0.108454175035896,0.0254401623086402,0.0114596709240176,0.0928148302698549,-4.24315223053488,-0.185588029927149,0.00668414619347985,0.234570612889914,0.105663713916267,0.85579766974517,-39.1239178125736,-1.71121148508781,0.061631063914944
144,TRUE,NA,5,"sdmma_1992_01;sdmma_2008_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.049067928428869,0,146,-0.129791345989087,0.0213840527416559,0.0158882289076271,0.057446923247715,-2.68084323063174,-0.124128735011635,0.03342801438831,0.164757153712343,0.122413623085187,0.442609812001991,-20.6550229539738,-0.956371428816773,0.257551951045494
145,TRUE,NA,4,"sdmma_1993_01;sdmma_2008_12;sdmma_2019_01;sdmma_2020_04",-0.0453272924447296,0,146,-0.216954082569993,-0.00102668880930823,0.000627441341020164,0.150365586511617,-12.9200039243656,-0.572683431744436,-0.00611607405605178,-0.00473228619229603,0.00289204671139452,0.693075625636621,-59.5517898133924,-2.63965270881537,-0.0281906382382946
146,TRUE,NA,5,"sdmma_1992_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0412342426215582,0,146,-0.219229482864182,-0.00144773274232778,-0.0024005803329788,0.225556423783886,-5.77732755238597,0.234032013904231,0.0224003458425081,-0.00660373195892036,-0.0109500798050325,1.02885989985035,-26.3528767978947,1.06752071321183,0.102177615664886
147,TRUE,NA,6,"sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-9.14557846645059,1,146,-0.184039919936206,0.0146947125228478,0.00125000332836879,0.29443057512859,-0.039059809824099,-0.00118704654580838,0.000473576770226272,0.0798452451399752,0.00679202277854761,1.59981907854909,-0.212235529322325,-0.00644994056843668,0.00257322851689149
148,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0778563342745188,0,146,-0.123971506942513,0.0176551847571625,0.0131288395388705,0.102061600668662,-4.10106127938312,-0.084891501459848,0.00551041748101457,0.142413246338527,0.10590207268319,0.823266597186634,-33.0806762015471,-0.684766230188791,0.0444490642803094
149,TRUE,NA,6,"sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-14.3472043400927,1,146,-0.19912088532777,0.0166974915541851,0.0102187395697697,0.200146216200974,-0.00245778569011182,0.00100775920804268,0.0065364042118926,0.0838560532045625,0.0513192754891017,1.00514928844112,-0.0123431838205525,0.00506104222258666,0.0328263115199248
150,TRUE,NA,5,"sdmma_1993_01;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0307487877947146,0,146,-0.130063157445059,-0.00771521438209036,-0.00254405915403691,0.236100866950153,18.961066472274,0.48579291582089,0.0328381975665575,-0.0593189842046501,-0.0195601829450555,1.81527860454938,145.783531975868,3.73505399502622,0.252478858822331
151,TRUE,NA,8,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0690712458637119,0,146,-0.166902960546443,-0.00441737265521409,0.000100464813857977,0.094132445508959,-9.21964666788319,0.071152071525248,0.0489818584098068,-0.0264667123983393,0.000601935481126595,0.56399506156612,-55.2395633828058,0.426308025287837,0.293475072278163
152,TRUE,NA,7,"sdmma_1990_09;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0719731524136656,0,146,-0.0891162606127517,0.0191953100461547,0.0116998174506347,0.0116134334778492,-4.04858986451606,-0.0725082731847646,0.0343995405494272,0.215396269032949,0.131287122801027,0.130317782613372,-45.4304280350015,-0.813636845691316,0.386007450412534
153,TRUE,NA,8,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2019_09;sdmma_2020_04;sdmma_2021_12",-0.0363838351295169,0,146,-0.164170129177225,0.0544739211158427,0.0116024562788579,0.167521144763633,-8.39635363506842,0.247002404552177,0.0533328508572216,0.331813840854307,0.0706733699790952,1.02041184716856,-51.1442226253254,1.50455144178837,0.324863305672664
154,TRUE,NA,5,"sdmma_1990_09;sdmma_2007_09;sdmma_2008_12;sdmma_2019_01;sdmma_2020_04",-0.0693799219680316,0,146,-0.063384647372236,-0.0114153296979811,-0.00800850755205241,-0.00934692856122353,-1.43937019821804,-0.160060186669249,0.0219108389607143,-0.18009613007615,-0.126347749558678,-0.147463604338323,-22.70849894873,-2.52522011725129,0.345680537308026
155,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.05310357746469,0,146,-0.108028495885967,-0.025436760859486,-0.0124052558305071,0.0905668736705692,-12.5489592649307,-0.242934774564954,-0.00791126267772175,-0.235463436298665,-0.114833181085867,0.838360961409385,-116.163417457716,-2.24880271240091,-0.0732331095868698
156,TRUE,NA,5,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0451105870353018,0,146,-0.139338445870442,-0.0011514832141822,-0.00668880683354013,0.0733344566492991,-0.909022285803626,-0.0632431052807648,0.0223130075490535,-0.00826393036745121,-0.0480040292666924,0.526304539936423,-6.52384401250494,-0.453881230594238,0.160135326683637
157,TRUE,NA,7,"sdmma_1992_01;sdmma_1993_01;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0692256132527732,0,146,-0.16841217262442,0.0335514191582461,0.00701810321548002,0.14634163964331,-4.4976656243616,-0.242878595237065,0.0416998176915689,0.199222055243417,0.0416721850096386,0.868949300770973,-26.7062977353303,-1.44216769757323,0.247605722565938
158,TRUE,NA,4,"sdmma_1993_01;sdmma_2007_09;sdmma_2008_12;sdmma_2019_01",-0.0416533463991939,0,146,-0.184166020407548,0.021932021530649,0.00530525739063516,0.127970110886593,-4.50117425600201,-0.225692726895797,0.00817440853896447,0.119088317606662,0.0288069285468349,0.694862768948384,-24.4408509563338,-1.22548517037157,0.0443860844735366
159,TRUE,NA,5,"sdmma_1992_01;sdmma_2007_09;sdmma_2008_12;sdmma_2019_01;sdmma_2019_09",-0.0338091669428471,0,146,-0.201192533314943,0.0158465958381701,-0.00449488877233516,0.114243072248223,-12.0109883273003,-0.452476946895336,0.0103422904629319,0.0787633396581576,-0.0223412305530193,0.567829582767813,-59.6989765445147,-2.24897484732714,0.0514049417864942
160,TRUE,NA,5,"sdmma_2007_09;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.062946028803437,0,146,-0.0636091793801954,0.00709544440834194,0.000835862380471729,0.0295030662851039,-0.0571758603645748,-0.0592298097649268,0.0188925070769361,0.111547491690344,0.0131405936787163,0.463817747258812,-0.898861782555497,-0.93115192401567,0.297009130773636
161,TRUE,NA,4,"sdmma_1992_01;sdmma_2008_12;sdmma_2019_01;sdmma_2020_04",-0.0485571903059686,0,146,-0.119819210225265,-0.00645114408382927,-0.00332641421348379,0.132425651219252,1.82697724401368,-0.218719253825494,0.0169402210106999,-0.0538406493558159,-0.0277619440758289,1.10521218567779,15.247782392981,-1.82541057827283,0.14138151118549
162,TRUE,NA,6,"sdmma_1992_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0761241376820057,0,146,-0.245673486879785,-0.0129594071862734,-0.00555823996661832,0.0759141402776344,-8.88540970006528,-0.122828814515909,0.00819078925644391,-0.0527505322241581,-0.0226245006622881,0.309004204083207,-36.1675564299421,-0.499967725764452,0.0333401432953646
163,TRUE,NA,8,"sdmma_1990_09;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0673435423196672,0,146,-0.128804835336606,0.0293822245889076,0.0081461760224856,0.00484573520547857,-9.55344232609502,0.130618089038929,0.0434469102871833,0.228114297977425,0.0632443339661682,0.03762075540732,-74.1699044226795,1.01407752820447,0.337308069014983
164,TRUE,NA,7,"sdmma_1992_01;sdmma_2007_09;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0678828343432674,0,146,-0.157154751586815,-0.00120920790495521,-0.00543183568029547,0.114167353527141,-1.18515306283498,0.243181797859385,0.0509953077669885,-0.00769437699303178,-0.0345636108704918,0.726464534952816,-7.541312310753,1.54740340590369,0.324491033532753
165,TRUE,NA,6,"sdmma_1990_09;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-12.6178885848837,1,146,-0.180482603089995,0.0195677771813007,0.00433758496364208,0.080885159893606,-0.020078799565888,-0.000518593102579578,-0.000664014415802549,0.108419187480044,0.0240332579948395,0.448160423823639,-0.111250609322584,-0.00287336892144108,-0.00367910482469852
166,TRUE,NA,5,"sdmma_1993_01;sdmma_2008_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04",-0.0303221566189625,0,146,-0.0617684211786442,0.0115133608213772,0.0065519243902915,0.0653192310619755,-4.91421905125785,-0.382859411494104,0.00801026296422197,0.186395582106247,0.106072395331949,1.05748584496051,-79.5587608924815,-6.19830334317293,0.129682171105766
167,TRUE,NA,6,"sdmma_1990_09;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.074735805898148,0,146,-0.234921948246701,0.0119727784989854,-0.000281510658640309,0.0791617628228901,-6.55375801163163,0.238708432770444,0.0517031526617086,0.0509649208528282,-0.00119831569907075,0.33697048493638,-27.8975977363735,1.01611805347266,0.220086514042583
168,TRUE,NA,7,"sdmma_1992_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04",-0.0846122839478021,0,146,-0.22507643815733,0.00212030859895975,0.0136299638878693,0.233493376173599,-9.17720798763539,-0.227804453844532,-0.0146522129368041,0.00942039342864327,0.060557044528765,1.03739590907505,-40.7737391917516,-1.01212039656188,-0.0650988306761906
169,TRUE,NA,5,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0343645267210206,0,146,-0.191881629650621,-0.00884408260825512,-0.00862453473952156,0.140419087670965,-3.37355592385545,-0.0995548856832556,0.0282122392872175,-0.0460913461302078,-0.044947162243854,0.731800578964442,-17.5814429447886,-0.518834897663344,0.147029391706681
170,TRUE,NA,6,"sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0582291248813021,0,146,-0.219049015744905,0.00426144158207118,-0.0044075473046344,0.11031445694452,-6.09863302268716,0.0369103026850277,0.0610936605873023,0.0194542831775782,-0.0201212833102489,0.503606266247675,-27.8414080152241,0.168502481325969,0.27890406345605
171,TRUE,NA,5,"sdmma_1992_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0545032960273337,0,146,-0.243157082260028,-0.0204672136843014,-0.00398355761552202,0.193873601551877,-0.246033437054524,0.195309402724398,0.011965060665083,-0.0841728050611092,-0.0163826509945619,0.797318341501367,-1.01182920426484,0.803223171248359,0.049207123863609
172,TRUE,NA,8,"sdmma_1990_09;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.050651187100141,0,146,-0.227809713035404,0.0375633512388431,0.00972444346207563,0.0776635514002085,-11.6632096187505,0.289599196056507,0.0723708207034348,0.164889155683214,0.0426866937871273,0.340914135597628,-51.1971568874149,1.27123287325111,0.317681014295416
173,TRUE,NA,6,"sdmma_1990_09;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0373996477168521,0,146,-0.144039251386179,0.018195013873696,0.00897871789150911,0.0347685049828825,-1.88306303797602,0.0172169375145842,0.0309900165026006,0.12631983086967,0.0623352163045931,0.241382155546378,-13.0732631546897,0.119529484837605,0.215149802601475
174,TRUE,NA,8,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.05949754521378,0,146,-0.118607192252539,0.0216154874704697,0.0111569226600772,-0.00399176090163604,-6.88513634633299,0.195898737089538,0.0216575662162729,0.182244323130471,0.0940661560921348,-0.0336553022276824,-58.0499058747896,1.65165984767963,0.182599097111745
175,TRUE,NA,5,"sdmma_1992_01;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-15.6024662636782,1,146,-0.212278081441233,0.0201773773825045,0.00572305611935472,0.0975098614840737,-0.0850982699716365,-0.00170870113061683,-0.00227575800369573,0.0950516287198045,0.0269601839271338,0.459349645625417,-0.400881096125768,-0.00804935261811223,-0.0107206452415849
176,TRUE,NA,6,"sdmma_1993_01;sdmma_1998_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0732749202798564,0,146,-0.156609459367604,-0.0145449323066161,0.00102678405783787,0.200622785200161,-5.55518380598132,-0.143392559977307,0.0148703659746858,-0.092873906629582,0.0065563348598742,1.28103874446847,-35.4715725883572,-0.915605995680801,0.0949519015947889
177,TRUE,NA,7,"sdmma_1990_09;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04",-0.0871745089471232,0,146,-0.285908087884619,-0.0461976667305656,-0.0133509376672777,0.220037566977987,-14.2398955890682,-0.21729359284603,0.00789614413515537,-0.161582231102217,-0.046696607172112,0.769609452485253,-49.8058508747566,-0.760012053012368,0.0276177711290977
178,TRUE,NA,7,"sdmma_1993_01;sdmma_1998_09;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0485236750480488,0,146,-0.195201027079409,-0.00527751326449426,-0.00899246994921871,0.172315751742685,-5.59339700292909,-0.0688564026869718,0.00836734162859513,-0.0270362986478926,-0.046067738903651,0.882760476831847,-28.6545469899278,-0.352746108548705,0.0428652541115536
179,TRUE,NA,4,"sdmma_1990_09;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0841070080548711,0,146,-0.216967773179187,-0.0016542208648603,-0.00182907708330526,0.0258913186542881,-13.2075612013249,-0.0696354490665748,0.0152156361740588,-0.00762426991170773,-0.00843017862286248,0.119332554668869,-60.8733776809204,-0.320948351205435,0.0701285538912392
180,TRUE,NA,5,"sdmma_1992_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0335082281506649,0,146,-0.17424246195528,0.00883328550125547,0.00338511384356918,0.113726387550738,-17.4876198524439,-0.23178175380482,0.0169823839572456,0.0506953666869247,0.0194276056799403,0.652690430762655,-100.363709604448,-1.33022542957587,0.0974640955291609
181,TRUE,NA,7,"sdmma_1990_09;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.066011230475429,0,146,-0.150114176161617,-0.00545053187780142,-0.00616002107502965,0.12004490487964,-2.99727405446904,-0.253888257705275,0.0177200588127318,-0.036309241519823,-0.0410355719395722,0.799690661795969,-19.9666289427728,-1.69130100965235,0.118043873442398
182,TRUE,NA,5,"sdmma_1992_01;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-13.1465138515632,1,146,-0.271957731023009,-0.0268877151919131,-0.0118861899754695,0.417707039658887,-0.0417245670006535,0.000241918475273255,0.00462062892518336,-0.0988672581241614,-0.0437060197949064,1.5359263297558,-0.153422985416522,0.000889544394870641,0.016990246637969
183,TRUE,NA,7,"sdmma_1990_09;sdmma_2007_09;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.065551285178031,0,146,-0.120134404095684,0.0095504657849444,0.000619145135397304,0.0702990407454289,-5.52436703872445,0.0630515390836653,0.0521092828845494,0.0794981742060974,0.00515377039623196,0.585169929252218,-45.9848873460464,0.524841651800648,0.433758200049386
184,TRUE,NA,4,"sdmma_2007_09;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0399073955368952,0,146,-0.184698657765032,0.00930623863302612,0.00253815863552063,0.100548823167301,-8.00458891066054,-0.286317180526287,0.00625695400937075,0.0503860653111255,0.013742160696964,0.544393902933588,-43.3386414797,-1.55018549669447,0.0338765537610493
185,TRUE,NA,4,"sdmma_1993_01;sdmma_2008_12;sdmma_2019_01;sdmma_2020_04",-0.0365030802825985,0,146,-0.208487617996935,-0.00413045511473886,-0.00177607003525976,0.137627604824106,-3.36236873534184,0.00217402040990342,0.00462188737297221,-0.0198115128103175,-0.00851882741202344,0.660123637779436,-16.1274264996939,0.0104275756555259,0.0221686420391649
186,TRUE,NA,6,"sdmma_1992_01;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0490884706513696,0,146,-0.164237738196712,0.00385657919344012,-0.00607068755720696,0.206274295330137,-2.46201707747559,-0.262686752820876,0.00561950662807686,0.0234816871918986,-0.0369628054055149,1.255949440092,-14.9905685776479,-1.59942992216715,0.0342156844692188
187,TRUE,NA,5,"sdmma_1993_01;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0722725991938852,0,146,-0.148712410775499,-0.0229507199959499,-0.00319593983542353,0.127594506258401,-3.11739579213202,-0.353283517876451,-0.0273820824045047,-0.154329553776094,-0.0214907405424839,0.857995009246552,-20.9625798941431,-2.37561556587083,-0.184127755455741
188,TRUE,NA,5,"sdmma_1992_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0299891675011722,0,146,-0.163469846940239,0.00080816747659701,-0.00445168695179854,0.0662324797765083,-15.7496375001832,-0.554837895303868,0.00559153288712981,0.00494383209946025,-0.0272324654064549,0.405166341170683,-96.3458264320812,-3.39412990033999,0.034205286123342
189,TRUE,NA,6,"sdmma_1992_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0734947438632627,0,146,-0.177897675583254,-0.00169199505758171,0.00509715095559311,-0.0217947943035704,-2.75642393652024,0.173823418251149,0.0366709840599315,-0.00951105770232434,0.0286521503942175,-0.122513092046392,-15.494434806318,0.97709774836154,0.206135262530566
190,TRUE,NA,5,"sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-86.0674580555777,1,146,-0.217812287761085,-0.000353721111189645,-0.00185945558067713,0.276411460949664,-0.0112051045475307,-0.000234729710176052,-0.00102195862551818,-0.0016239722507191,-0.00853696363869396,1.26903520361926,-0.0514438586670622,-0.00107766973382844,-0.00469192365602051
191,TRUE,NA,7,"sdmma_1990_09;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0316953595791702,0,146,-0.105513479148958,0.0406054684924,0.00881298212551738,0.0654374162245766,-3.8057611886622,0.297521012978864,0.039571524695611,0.384836788815157,0.0835247041098485,0.620180632392908,-36.0689574389775,2.81974412538175,0.375037625664358
192,TRUE,NA,6,"sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04",-38.6514302129023,1,146,-0.240012108345053,0.00810714709514899,0.00287451729787038,0.230492657376344,-0.0186994120118775,-0.000629026795461582,-0.000627159246638392,0.0337780754106528,0.0119765511735676,0.960337621987707,-0.0779102860302126,-0.00262081275731832,-0.00261303169645407
193,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0623875937458164,0,146,-0.158741636445511,-0.000226816504367985,-0.00277695278142301,0.11051345074117,-10.4077929769466,-0.202702524709831,0.0054955048954428,-0.00142884065861221,-0.0174935375721429,0.696184398849284,-65.5643548220513,-1.2769335711076,0.0346191775421765
194,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0612334264684152,0,146,-0.201434180033124,0.031404717778996,0.00898427630233608,0.0395425971032158,-12.6998737072778,-0.072711805600658,0.00876676495263697,0.155905605363657,0.0446015482618625,0.196305299809166,-63.0472629083578,-0.360970544267618,0.0435217347482704
195,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0661678952530596,0,146,-0.179040069105946,-0.0177576166994563,-0.00263093234697804,0.15403692810154,-7.59782235652595,-0.120870803469844,-0.002862571102449,-0.0991823606197805,-0.0146946566772224,0.860348908882457,-42.4364355670014,-0.675104763271283,-0.0159884383241334
196,TRUE,NA,7,"sdmma_1990_09;sdmma_1992_01;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0502630863141479,0,146,-0.255427810045609,0.0335930457381051,0.0129645913263976,0.0685514916590436,-14.0634940992828,-0.397878344174402,0.00464351852874798,0.131516790329552,0.0507563813199613,0.268379123035988,-55.0585862078667,-1.55769391008503,0.0181793772883181
