"draw","success","fail_reason","n_surviving_knots","surviving_knots","cci_min","cci_max","n_obs","lambda","ols_nla_y","ols_ilfa_y","ols_ln_yp_over_y","ols_yp_x_cci","ols_ha_x_cci","ols_hp_x_1_minus_cci","gamma_nla_y","gamma_ilfa_y","gamma_ln_yp_over_y","gamma_yp_x_cci","gamma_ha_x_cci","gamma_hp_x_1_minus_cci"
38,TRUE,NA,4,"sdmma_2008_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0439737211500377,0,146,-0.158192575184382,0.0138626035868336,0.00335449564162374,0.177228777349299,-17.7319265763255,0.623863315875879,0.0302138030964075,0.0876311898372976,0.0212051396073039,1.12033562348124,-112.090763777364,3.94369530395931,0.19099381283345
39,TRUE,NA,9,"sdmma_1990_09;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-19.0964711606936,1,146,-0.0946455961497708,0.00592136188032041,-0.000473619556044882,0.0812366258771463,-0.0471288241731743,-0.00130179363803051,-0.00291577384309773,0.0625635224585645,-0.00500413727961952,0.858324414255835,-0.497950523747516,-0.0137544026451109,-0.0308072848786719
40,TRUE,NA,6,"sdmma_1990_09;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0470954525814421,0,146,-0.212284334232014,-0.00782008010969516,0.00121214144935219,0.111152380679025,-6.4819391643416,-0.175345855432974,0.0255880132533934,-0.036837763549468,0.00570999011178747,0.523601428627053,-30.5342322493625,-0.825995267466755,0.120536512248837
41,TRUE,NA,8,"sdmma_1990_09;sdmma_1992_01;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0620461566880655,0,146,-0.168197061049488,-0.00474574310419225,-0.0044370539785787,0.0401258680800489,-3.89085652529915,-0.136547644548334,0.0236637607288238,-0.028215374719276,-0.0263800922019274,0.238564620747106,-23.1327259883237,-0.811831334604343,0.140690690914399
42,TRUE,NA,3,"sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-7.1010911556678,1,146,-0.340557527585077,0.0192271976133012,-0.00196163610158041,0.358289201277022,-0.22096543504303,-0.0020860548370033,0.004378468368099,0.0564580021168316,-0.00576007265348247,1.05206660330688,-0.648834388157309,-0.00612541103347705,0.0128567657838812
43,TRUE,NA,4,"sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.046296741857667,0,146,-0.218060301833154,0.0182431053449813,0.00526129364178907,0.252381817450653,-7.62830247746244,-0.164025048877458,0.046121029239333,0.0836608277234235,0.0241277004459742,1.15739460749605,-34.9825365430298,-0.752200411989521,0.211505848848278
44,TRUE,NA,7,"sdmma_1990_09;sdmma_1993_01;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04",-0.0492256175583936,0,146,-0.152838014592499,-0.0142184001098707,-0.00170893741778799,0.112754447775547,-4.42115295125856,0.1232718986948,-0.00878473956696792,-0.0930292123185462,-0.0111813636309292,0.737738239247453,-28.9270504006896,0.806552604229196,-0.0574774514729861
45,TRUE,NA,6,"sdmma_1992_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0293310054728999,0,146,-0.227770049969272,0.0210305272532749,0.00570664075436949,0.205145809003649,-8.22131823778587,-0.184058819603733,0.0627627911552383,0.0923322765926074,0.0250543947948352,0.900670694111557,-36.0948168510082,-0.808090526513754,0.275553309856609
46,TRUE,NA,9,"sdmma_1990_09;sdmma_1993_01;sdmma_2007_09;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2019_09;sdmma_2020_04;sdmma_2021_12",-0.0980747865509661,0,146,-0.072296465341146,-0.00497354682637305,0.00465186011787045,0.0194651382437626,-2.51048274744418,-0.181222086204414,-0.00318005332216575,-0.0687937757801067,0.0643442261792423,0.269240524442133,-34.7248338573392,-2.50665209356059,-0.0439862904384053
47,TRUE,NA,5,"sdmma_2007_09;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0622376814812557,0,146,-0.222801477510722,0.00398364067952354,0.00914798056228175,0.15979794915485,-8.95574277731566,-0.0903972721337777,0.00672213367075178,0.0178797767592534,0.0410588864332891,0.717221227346483,-40.1960654721631,-0.405730128649741,0.03017095643106
48,TRUE,NA,4,"sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0337075849457709,0,146,-0.0951502654834452,0.0292133347051834,0.0242122772999499,0.0179230835332988,-9.78564341179589,-0.276881940571877,0.00131104866417055,0.307023154972343,0.254463581125399,0.188366090648661,-102.84409993053,-2.90994396247955,0.0137787178786028
49,TRUE,NA,7,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0535679845050301,0,146,-0.171858469228345,0.00981988089695119,0.00404549893942182,0.13818573783722,-4.79570617213228,-0.227199245599599,0.0112576935612336,0.0571393480987179,0.0235397124016428,0.804067081812623,-27.9049743295474,-1.32201366985135,0.065505608258827
50,TRUE,NA,5,"sdmma_1990_09;sdmma_1993_01;sdmma_2007_09;sdmma_2019_01;sdmma_2020_04",-0.0427491131963479,0,146,-0.169777387373628,-0.00359767004199679,-0.000701355332136637,0.0719429862149416,-4.34575990226112,-0.0561891661173399,0.00358078602222048,-0.021190513634654,-0.00413102912576438,0.423748929865538,-25.5968122109068,-0.330957891310254,0.0210910656455107
51,TRUE,NA,4,"sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-5.58629399555826,1,146,-0.174272688952187,-0.0289075418425482,-0.0107126630310117,0.295488284861128,-0.184519578513479,-0.00865551070540744,-0.00649555648395811,-0.16587534177819,-0.0614706934025145,1.6955513031775,-1.0587980229312,-0.0496664781925878,-0.0372723719534746
52,TRUE,NA,4,"sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-6.32553717190048,1,146,-0.162057996804312,0.00908077657717296,0.00820627799160664,0.170994186449647,0.106944626514321,0.00687698914586311,0.0115732759935688,0.0560341159106032,0.0506379083626209,1.05514192339503,0.659915762401151,0.0424353582141782,0.0714144085561158
53,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0723718429873265,0,146,-0.260171238212033,0.0228538991192646,-0.00120590472561567,0.31419879172765,-5.52952582682489,-0.0763481206341,0.0264944100935628,0.0878417586675713,-0.00463504242014981,1.20766151511178,-21.2534093500315,-0.293453346952511,0.101834508209438
54,TRUE,NA,6,"sdmma_1992_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-3.83736971043078,1,146,-0.272134951767057,-0.00529582275564057,-0.00926418858000545,0.241787484470258,-0.207765216682809,-0.0026024337168454,0.018353052506692,-0.019460281456877,-0.0340426267182888,0.888483757416151,-0.763463918668753,-0.00956302635860254,0.0674409971505677
55,TRUE,NA,6,"sdmma_1992_01;sdmma_1993_01;sdmma_2007_09;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04",-0.0601119579778427,0,146,-0.197351904403746,0.0138586839235892,-0.000147452066930179,0.0501364098914526,-4.15159256850732,-0.0101882114093638,0.0201070882550041,0.0702232084633797,-0.000747152997462437,0.25404573643679,-21.0364961060316,-0.0516245913113695,0.101884439958931
56,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0657444972520714,0,146,-0.13544015310537,-0.00549029428979605,-0.00521491417230426,0.164263110709382,-8.54645161406243,-0.278241662302921,0.00915267263821969,-0.0405366810647702,-0.0385034574514039,1.21280954682315,-63.1013138874216,-2.05435135684211,0.0675772466906401
57,TRUE,NA,6,"sdmma_1992_01;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-18.4497643234306,1,146,-0.100452535230683,0.0291765981290947,0.0139657490211226,0.114558422237236,-0.0170360647291017,-0.000859387952703956,-0.000387884591203353,0.290451585538308,0.139028338001138,1.14042340468719,-0.169593178409877,-0.00855516439411332,-0.00386137184405151
58,TRUE,NA,4,"sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-423.945875361149,1,146,-0.189380658864513,0.0134483600319841,0.0135902083749901,0.173692088750567,-0.00310236042795698,-0.0000850550956644621,-0.000122970436330562,0.0710123204376712,0.0717613322103437,0.917158540856224,-0.0163816117578114,-0.000449122398107783,-0.00064932943558158
59,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0617651288155214,0,146,-0.169296403748046,0.00104946962114285,0.000549556442218555,0.00449326605622293,-14.2672895198645,-0.178833160299565,0.00562908630338728,0.00619900717267873,0.00324612000049586,0.0265408240030308,-84.2740259332246,-1.05633171373039,0.0332498870546873
60,TRUE,NA,5,"sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0830167174314923,0,146,-0.156222680430716,0.0147782117402204,0.00254553826078633,0.129269213101535,-2.41061985399545,-0.152719228873624,0.0330458303931328,0.0945970949895107,0.0162942938488069,0.827467642631221,-15.4306650439566,-0.977573988953252,0.211530299582771
61,TRUE,NA,6,"sdmma_1992_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-7.45751756767688,1,146,-0.264467530380085,-0.0143736163230394,0.00450763340213008,0.232782189902095,-0.160262323686867,0.00129075536702484,0.00604495566431308,-0.0543492666278619,0.017044184575898,0.880191944801493,-0.605981095133087,0.00488058161684275,0.0228570806239444
62,TRUE,NA,7,"sdmma_1992_01;sdmma_1993_01;sdmma_2008_12;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04",-0.0643740572844816,0,146,-0.259684999495127,0.0397352438933989,0.00796317252946426,0.189419107977593,-6.82103430834847,-0.0951570005009322,0.0310568495687784,0.153013242854424,0.0306647382210989,0.729418750970817,-26.2665703510397,-0.366432411136315,0.119594314762725
63,TRUE,NA,9,"sdmma_1992_01;sdmma_1993_01;sdmma_1998_09;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0834106139010548,0,146,-0.190250016512764,0.0116713951088378,0.00191859872262017,0.129528703900956,-3.70926611065178,0.0109688702620838,0.0558326505869887,0.0613476693604112,0.0100846179032602,0.68083412698293,-19.496797838138,0.057655029224914,0.29346988562938
64,TRUE,NA,5,"sdmma_1992_01;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-46.3183459062944,1,146,-0.209008617439835,0.0189455393093972,0.00271306019291123,0.0545669405780253,-0.0471141069071016,-0.000677749017669858,-0.00108285490817493,0.0906447759975776,0.0129806140346927,0.261075075498898,-0.225417054493764,-0.00324268456474027,-0.0051809103444581
65,TRUE,NA,5,"sdmma_1992_01;sdmma_1993_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0601451416216466,0,146,-0.202786788797112,0.0066070260212557,-0.00158735059279506,0.0840484137013436,-8.8531414431833,-0.165711490848412,0.0135849599265816,0.0325811462395908,-0.00782768247483421,0.414466909801674,-43.6573876222325,-0.817171038761338,0.0669913459706358
66,TRUE,NA,5,"sdmma_1992_01;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0768200109144095,0,146,-0.168615590469145,-0.0108241573789652,-0.000943559794866708,0.0851836822782419,-3.27026235867215,-0.0806323646157477,0.00818927284574793,-0.0641942856461184,-0.00559592260858801,0.505194579227414,-19.3947804563812,-0.478202308525572,0.048567708495772
67,TRUE,NA,7,"sdmma_1992_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2020_04;sdmma_2021_12",-9.38186641779926,1,146,-0.131678725020473,0.0110979017894982,0.00844660106163639,0.156351865811583,-0.0128408518672359,0.00185241172691038,0.00544408325060425,0.0842801431117503,0.0641455258647376,1.18737378257023,-0.0975165264186715,0.0140676614739578,0.041343681371139
68,TRUE,NA,7,"sdmma_1992_01;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0760226275026836,0,146,-0.183057759576686,0.00344490075506992,-0.000508275473901143,0.171921478657086,-4.35396177153837,0.0230270314877276,0.0369931223400008,0.0188186546313913,-0.00277658524323967,0.939165206952428,-23.7846337768294,0.12579107021181,0.202084426388403
69,TRUE,NA,6,"sdmma_1990_09;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0693113327337407,0,146,-0.136557100306532,0.00291618631852935,0.00660786250623716,0.0412598758915185,-1.20796031647705,-0.159420342333822,0.00522368878311771,0.0213550691394541,0.0483890071728558,0.302143761099949,-8.84582576640488,-1.16742624130103,0.0382527804954266
70,TRUE,NA,8,"sdmma_1990_09;sdmma_1993_01;sdmma_2007_09;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0755014363578649,0,146,-0.0882504738909606,0.0181497286936582,0.0142243553557948,0.033160599114679,-1.28060451704051,-0.0304429496074446,0.0170245907239543,0.205661543711181,0.161181631425232,0.375755479292396,-14.5110214209477,-0.344960749389957,0.192912173423446
71,TRUE,NA,4,"sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-182.5066706916,1,146,-0.148719366001583,-0.00658612353897323,0.0009527751837049,0.24254125501957,-0.00551642926771956,-0.000248279662087448,-0.000377241142149565,-0.0442855810648299,0.0064065306981927,1.63086531055403,-0.0370928777874217,-0.0016694507834629,-0.00253659729927539
72,TRUE,NA,7,"sdmma_1992_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0688350073405138,0,146,-0.173490596879673,-0.00303511940773365,-0.00633544565217732,0.111959347060232,-10.1158136911355,-0.0820104796956208,0.0202601177823139,-0.0174944317578128,-0.0365175160275191,0.645333805254488,-58.3075617530529,-0.472708499311351,0.116779342204728
73,TRUE,NA,7,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04",-0.0461726020795738,0,146,-0.150875294652578,0.00538779718967946,0.000278310184101381,0.127721883062832,-10.1850474611119,-0.583716545403703,0.00422408605943693,0.0357102678877015,0.00184463722004486,0.846539410954847,-67.506396488339,-3.86886764163631,0.0279972017232097
74,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0879292891655919,0,146,-0.118289433750715,0.00925120284280226,0.00159403512907859,0.0755207774475391,-2.15892789668954,-0.0244327683027367,0.0121501339551153,0.0782081928154156,0.0134757186549551,0.638440603297609,-18.2512319844162,-0.206550725014262,0.102715293918142
75,TRUE,NA,8,"sdmma_1990_09;sdmma_1992_01;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0714373274608229,0,146,-0.132202924261769,0.0154423538467586,0.00442172643018748,0.00583114480808106,-3.42267569212688,0.0196821401110434,0.0425967717895306,0.11680795968009,0.0334465100138952,0.0441075327239744,-25.8895611518381,0.148878250772061,0.322207485404686
76,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0530777655276075,0,146,-0.134319100052301,-0.0143586347808357,-0.00191573946263041,0.0682473369340808,-7.97002240157646,-0.0786529496772635,-0.00505587116198917,-0.106899426628414,-0.0142625990040467,0.508098527368829,-59.3364785683724,-0.585567872675125,-0.0376407462529194
77,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2020_04",-0.0427309073124696,0,146,-0.120302726351786,-0.0200794744100462,-0.00419506689006206,0.00828114069472596,-7.91757242098914,-0.130538959261718,0.000193812895518947,-0.166907891607796,-0.0348709211942127,0.0688358522358877,-65.8137405617626,-1.08508728954321,0.00161104325227181
78,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-76.6271363442316,1,146,-0.106668083505637,0.000440230381039793,-0.000961555106440091,0.258215859557647,0.00330352894510124,0.000379258206094638,0.00187232753953411,0.00412710500246803,-0.00901445938502564,2.42074152896916,0.0309701724876931,0.00355549845493,0.0175528375311549
79,TRUE,NA,5,"sdmma_1992_01;sdmma_2007_09;sdmma_2008_12;sdmma_2019_01;sdmma_2020_04",-0.0286897771730963,0,146,-0.28592976499992,0.0257731872854437,0.0109648475482373,0.242482979374259,-24.5754130300385,-0.0330848364721089,0.0178341785294488,0.0901381753153645,0.0383480451859929,0.848050846942526,-85.9491247091585,-0.115709662028779,0.0623725848529753
80,TRUE,NA,6,"sdmma_1990_09;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0601105286600965,0,146,-0.209452851761142,0.010590393547599,-0.0000456354101635448,0.0318360280779704,-11.3518955590791,0.00142077682922825,0.01844167958991,0.0505621836062474,-0.000217879154090425,0.151996154792277,-54.1978562890356,0.0067832775599947,0.088046925285795
81,TRUE,NA,6,"sdmma_1992_01;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0388169233476943,0,146,-0.191329517953162,-0.00213288476213213,-0.0062809349247862,0.171712496128418,-11.9031888831624,-0.0138392984196198,0.0327587812564056,-0.01114770363167,-0.032827840638389,0.897469966816379,-62.2130291786774,-0.072332270355731,0.171216556686381
82,TRUE,NA,8,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0591249695438,0,146,-0.151841909793005,0.022251964604432,0.00220216653234273,0.0701579585103308,-5.99313573906425,0.126339719279954,0.0313307417556848,0.146546922616861,0.0145030218293801,0.462046075460799,-39.469575608172,0.832047749216166,0.206337906302652
83,TRUE,NA,4,"sdmma_2007_09;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0599895615223264,0,146,-0.173612049434185,0.0259162350404193,0.00431606785429345,0.19033765124641,-4.26757921758709,-0.028563876287025,-0.00257693375577503,0.14927670703089,0.0248604164766204,1.09633894575138,-24.5811234386983,-0.164527038187251,-0.0148430582103803
84,TRUE,NA,7,"sdmma_1998_09;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-8.01776832466186,1,146,-0.126190280410582,-0.00326754986206216,-0.00310743547373227,0.0988119483648726,-0.0231455787985733,-0.00360166391966726,-0.000878556823551097,-0.0258938315330675,-0.0246249985626603,0.78303929623875,-0.183418078819265,-0.0285415319464274,-0.00696215921458104
85,TRUE,NA,7,"sdmma_1990_09;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0595716173660739,0,146,-0.122218451039568,0.0188049665846392,0.00330167448728753,0.0391633701340506,-14.3001377625062,0.18547217504001,0.0359370443810201,0.153863564991109,0.0270145338875112,0.320437460963824,-117.004737344254,1.51754643805757,0.29403943574269
86,TRUE,NA,4,"sdmma_1993_01;sdmma_2007_09;sdmma_2019_01;sdmma_2020_04",-0.0293529342180244,0,146,-0.141990593734559,0.00171553430072758,-0.00242534906508854,0.00936278893252339,-13.6521316186522,-0.532830634088446,0.0227519466208645,0.0120820277992121,-0.0170810544649356,0.0659395012463039,-96.1481409407576,-3.75257698467361,0.160235590418036
87,TRUE,NA,5,"sdmma_1993_01;sdmma_2007_09;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0625904510947848,0,146,-0.116489126428238,-0.00582760360588885,-0.00304906086800685,0.129734036870943,-1.88892780704143,-0.128761153626533,0.0108824191361134,-0.0500270178391189,-0.026174639311809,1.11370083070255,-16.2154860711835,-1.10534912205609,0.0934200424519226
88,TRUE,NA,6,"sdmma_1990_09;sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-0.0422641633332778,0,146,-0.179553245110582,0.00769036061971548,-0.0027090298022177,0.118918603355562,-10.2614700484142,-0.25327199106107,0.0146363555167865,0.0428305298240597,-0.015087612593965,0.662302724087905,-57.1500116419193,-1.41056760575442,0.0815154051254956
89,TRUE,NA,3,"sdmma_2009_01;sdmma_2019_01;sdmma_2020_04",-1.62408398698654,1,146,-0.163152725665066,-0.0048162004569785,-0.000513435919559357,0.181357383995549,-0.163204023476895,0.00489299965856324,-0.0148476252052531,-0.0295195831840752,-0.00314696501370981,1.11158047318103,-1.00031441590461,0.0299903028810443,-0.0910044569879487
90,TRUE,NA,7,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0384979865947412,0,146,-0.110139034104083,-0.00673936072327608,-0.00191413048349168,0.0316980879122312,-0.51430556332551,-0.0801710250267092,0.0250781677274388,-0.0611895753226533,-0.0173792198112323,0.287800670943564,-4.66960299324473,-0.727907464223322,0.227695548008343
91,TRUE,NA,6,"sdmma_1992_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0564834909341046,0,146,-0.148678255370488,-0.00660759550415328,0.00845201348266024,0.157697222118225,-9.73808562819101,-0.331642498662362,0.00503987094241326,-0.0444422453551661,0.0568476772988682,1.06066096703423,-65.4977125197284,-2.2306052612465,0.0338978348236231
92,TRUE,NA,7,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2017_03;sdmma_2019_01;sdmma_2020_04",-0.0517977564414359,0,146,-0.19613953863084,0.0111263731691101,0.0131938156780192,0.155758884728425,-8.39343537397362,-0.213490644079221,-0.00763696023272119,0.0567268244168318,0.0672674962433334,0.794122826104852,-42.7931840390996,-1.08846306853529,-0.038936362785552
93,TRUE,NA,4,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01",-0.026896121881417,0,146,-0.173268021158647,0.0089638943043261,0.00460997966823128,0.0580621084488784,-7.62125385099726,-0.634362545966035,0.0101700268679296,0.0517342683571057,0.0266060617383649,0.335099968595565,-43.9853459399707,-3.66116344911219,0.0586953483967927
94,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04",-0.0463861657919888,0,146,-0.136126827985348,-0.0108906485444767,-0.00515457863756048,0.0450346198955184,-7.4609351177489,-0.0154643553924452,0.00991285608079193,-0.0800036899827633,-0.0378660012419836,0.330828394094114,-54.8087047069954,-0.113602554480368,0.0728207380389331
95,TRUE,NA,6,"sdmma_1993_01;sdmma_2007_09;sdmma_2009_01;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0395319346722472,0,146,-0.170124160577668,0.0046665024696498,0.00436502413065058,0.0928879086568088,-7.91843633740236,-0.126020830561838,0.0224445018836645,0.0274299808669407,0.0256578731429377,0.546000687623683,-46.5450428117603,-0.74075798601401,0.131930125665
96,TRUE,NA,6,"sdmma_2007_09;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0695683585927705,0,146,-0.162200837508559,0.00611974655205131,-0.00652563699607337,0.0964096051465036,-3.60669581719186,-0.191360872074399,0.0129683174422409,0.0377294386764703,-0.040231832931991,0.594384138993217,-22.2359876347836,-1.17977733662628,0.0799522224511113
97,TRUE,NA,6,"sdmma_1993_01;sdmma_2009_01;sdmma_2014_12;sdmma_2019_01;sdmma_2020_04;sdmma_2021_12",-0.0477423324440079,0,146,-0.166538014611234,0.0105245504354907,0.00119376962317409,0.0850722179593173,-7.23330034274233,-0.270816472116596,0.0332912752898118,0.063196084449903,0.00716815092314402,0.510827621897078,-43.4333287785839,-1.62615408108947,0.199901958525967
98,TRUE,NA,5,"sdmma_1992_01;sdmma_2007_09;sdmma_2008_12;sdmma_2014_12;sdmma_2019_01",-0.0648049179706359,0,146,-0.164120463345941,0.0233568518428665,0.00775160999572933,0.0748030985826937,-4.61755040613374,-0.131001444373474,0.0296734057241877,0.142315293088308,0.0472312217361348,0.455781668279963,-28.1351289899824,-0.798202988845714,0.180802595357293
