"date","scenario","dlog_c_baseline","dlog_c_cf","delta_dlog_c","cum_delta_log_c"
2003-07-01,"cci_at_peak",0.0119400573950254,-0.0339117370934992,-0.0458517944885246,-0.955819441152734
2003-10-01,"cci_at_peak",0.010720476453317,-0.0289136908528969,-0.0396341673062139,-0.995453608458948
2004-01-01,"cci_at_peak",0.00815102937762833,-0.0318429520836652,-0.0399939814612936,-1.03544758992024
2004-04-01,"cci_at_peak",-0.000324480931562216,-0.0258263436752484,-0.0255018627436862,-1.06094945266393
2004-07-01,"cci_at_peak",0.00732475505974824,-0.0312275282015459,-0.0385522832612941,-1.09950173592522
2004-10-01,"cci_at_peak",0.00777247777428434,-0.025518397817561,-0.0332908755918453,-1.13279261151707
2005-01-01,"cci_at_peak",0.00619088267152384,-0.0270549362499722,-0.033245818921496,-1.16603843043856
2005-04-01,"cci_at_peak",0.00664966323424403,-0.0186597076435168,-0.0253093708777608,-1.19134780131632
2005-07-01,"cci_at_peak",0.00683282071320732,-0.0267578830998102,-0.0335907038130175,-1.22493850512934
2005-10-01,"cci_at_peak",0.00814700013282994,-0.0356263265919812,-0.0437733267248112,-1.26871183185415
2006-01-01,"cci_at_peak",0.0140673393832011,-0.0296235582864868,-0.0436908976696879,-1.31240272952384
2006-04-01,"cci_at_peak",0.00977168243245097,-0.0385615103456529,-0.0483331927781039,-1.36073592230194
2006-07-01,"cci_at_peak",0.00225758056402351,-0.0282834935505935,-0.030541074114617,-1.39127699641656
2006-10-01,"cci_at_peak",0.00733428982956472,-0.0219992447700778,-0.0293335345996425,-1.4206105310162
2007-01-01,"cci_at_peak",0.00855895181247565,-0.0184126056204552,-0.0269715574329308,-1.44758208844913
2007-04-01,"cci_at_peak",0.0046115815712271,-0.0217426551471172,-0.0263542367183443,-1.47393632516748
2007-07-01,"cci_at_peak",0.0115441181157471,-0.0180071024114548,-0.0295512205272019,-1.50348754569468
2007-10-01,"cci_at_peak",0.00793889384351223,-0.0195288769531145,-0.0274677707966268,-1.53095531649131
2008-01-01,"cci_at_peak",0.00211975876905382,-0.0210528093616466,-0.0231725681307004,-1.55412788462201
2008-04-01,"cci_at_peak",0.00334858085130994,-0.0199776244425552,-0.0233262052938651,-1.57745408991587
2008-07-01,"cci_at_peak",-0.00867494547443213,-0.0187370754295922,-0.0100621299551601,-1.58751621987103
2008-10-01,"cci_at_peak",-0.0104796864480374,0.00174153750510819,0.0122212239531456,-1.57529499591789
2009-01-01,"cci_at_peak",-0.00186549114795282,-0.0046781754830367,-0.00281268433508388,-1.57810768025297
2009-04-01,"cci_at_peak",0.00276043933768784,0.0108221572887658,0.00806171795107799,-1.57004596230189
2009-07-01,"cci_at_peak",-0.00518699132311693,-0.00992867616112717,-0.00474168483801023,-1.5747876471399
2009-10-01,"cci_at_peak",0.00118922872604862,0.0016405570975929,0.000451328371544275,-1.57433631876836
