"metric","real_value","placebo_n_finite","placebo_mean","placebo_median","placebo_p10","placebo_p90","real_percentile","higher_is_better"
"adj_r2",0.815789039937323,198,0.766173126951724,0.760144665535242,0.743499765918794,0.797955781607772,0.934343434343434,TRUE
"logLik",548.849566331099,198,531.243309165579,528.921059777482,523.855448789742,541.873006888969,0.934343434343434,TRUE
"BIC",-987.31897625227,198,-952.10646192123,-947.461963145035,-973.36585736801,-937.330741169556,0.934343434343434,FALSE
"abs_lambda",0.42311645591257,198,0.254945214347172,0.232522196466518,0.192960577841369,0.364377917408076,0.974747474747475,TRUE
"wald_F_cci_block",5.92947647575816,198,2.69415601986533,2.31356706844235,1.12632730362041,4.56194176562612,0.944444444444444,TRUE
