term,baseline_1988,extended_1976,pct_change
lambda (ecm_lag),-0.17720917519749316,-0.2024092729301308,14.220537793572516
ln_networth_y (LR),0.11191870611071773,0.10747507601793312,-3.970408743278957
ln_hp_over_y (LR),-0.01506599001471267,-0.0037901131751912087,-74.8432517777459
real_rate (LR),-0.0013682815983724606,8.945004894193689e-4,-165.37400564937485
ln_yp_over_y (LR),0.9612204110285982,0.9712889331544907,1.0474727763134162
